ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date
BBAS3.SA,Banco do Brasil S.A.,23.51,BRL,52.0,B,52.0,P/E 4.4x (vs 10x mercado) | Potencial +15% | Margen 24% | Dividendo 1.2% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Financial Services,Brazil,🇧🇷,9.0,26.94,14.6,13,,1.82,1.19,,11.1,4.4,9.8,24.1,-34.3,-21.7,FCF no comparable (sector financiero) | Ingresos en declive YoY | cyclical risk | geopolitical risk | governance risk,,RISKY,Negative revenue growth and low forward P/E raise concerns,2026-03-20
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",16.92,BRL,51.0,B,51.0,ROE 25.6% | Margen 46% | Dividendo 3.5% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,18.04,6.6,14,,0.82,3.51,,25.6,14.0,20.4,45.5,10.5,-9.2,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk,,SUSPECT,High profit margin and ROE for a financial services company may indicate potential anomalies or risks,2026-03-20
7974.T,"Nintendo Co., Ltd.",9734.0,JPY,51.0,B,51.0,Potencial +27% | Crecimiento ingresos +86% | Dividendo 1.9% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,12402.73,27.4,26,,3.43,1.86,,14.1,28.6,30.7,18.9,86.3,-34.2,Missing FCF Yield | High P/E Ratio,NTDOY,SUSPECT,Anomalous FCF Yield of None% may indicate missing or incorrect data,2026-03-20
105560.KS,KB Financial Group Inc.,155200.0,KRW,50.0,B,50.0,P/E 8.2x | Potencial +15% | Crecimiento ingresos +32% | Margen 37% | Dividendo 4.1%,1,0,Financial Services,Korea,🇰🇷,21.2,177930.0,14.6,20,,1.83,4.12,,9.7,8.2,,36.7,31.8,-10.0,FCF no comparable (sector financiero) | Regulatory risk in financial sector | Geopolitical risk in Korea,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-20
055550.KS,"Shinhan Financial Group Co., Ltd.",97900.0,KRW,50.0,B,50.0,P/E 7.8x | Potencial +13% | Crecimiento ingresos +22% | Margen 32% | Dividendo 3.6%,1,0,Financial Services,Korea,🇰🇷,21.2,110804.77,13.2,21,,1.65,3.65,,8.5,7.8,,31.6,21.6,-8.7,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-20
8316.T,"Sumitomo Mitsui Financial Group, Inc.",5156.0,JPY,47.0,C,47.0,Potencial +14% | Crecimiento ingresos +22% | Margen 21% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,5878.2,14.0,13,,1.75,3.04,,4.9,16.2,13.8,20.7,21.8,-18.0,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,SMFG,SUSPECT,Anomalous FCF yield and high profit margin for a financial services company,2026-03-20
9983.T,"Fast Retailing Co., Ltd.",63430.0,JPY,46.0,C,46.0,ROE 20.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,65560.21,3.4,14,2.5,0.42,0.79,,20.0,46.3,45.0,12.7,14.8,-9.3,Overvaluation Risk | Cyclical Sector Volatility,,SUSPECT,High P/E ratios and low dividend yield raise concerns about valuation and potential overvaluation,2026-03-20
VALE3.SA,Vale S.A.,76.63,BRL,45.0,C,45.0,P/E 6.6x (vs 10x mercado) | Potencial +16% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Basic Materials,Brazil,🇧🇷,9.0,88.53,15.5,12,4.7,1.94,9.0,,5.9,6.6,26.4,6.5,0.5,-16.4,cyclical | geopolitical,VALE,SUSPECT,Anomalous P/E ratio discrepancy between forward and trailing values,2026-03-20
WEGE3.SA,WEG S.A.,46.59,BRL,45.0,C,45.0,ROE 32.5% | Potencial +14% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,53.17,14.1,14,2.0,1.77,4.61,,32.5,23.7,30.7,15.6,-5.3,-14.6,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk,WEGZY,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-20
6367.T,"Daikin Industries,Ltd.",19370.0,JPY,45.0,C,45.0,Potencial +13% | Dividendo 1.7% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,21855.09,12.8,16,,1.6,1.7,,9.3,19.6,20.7,5.7,7.9,-7.4,cyclical risk | governance risk,,SUSPECT,Missing FCF Yield metric is unusual for an industrial company,2026-03-20
7267.T,"Honda Motor Co., Ltd.",1302.0,JPY,45.0,C,45.0,P/E 5.7x (vs 16x mercado) | Potencial +21% | Dividendo 5.4% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,1579.05,21.3,18,0.8,2.66,5.38,,4.3,5.7,10.4,2.3,-3.4,-24.7,cyclical risk | geopolitical risk,,SUSPECT,Low forward P/E and profit margin raise concerns about the company's valuation and profitability,2026-03-20
316140.KS,Woori Financial Group Inc.,33900.0,KRW,45.0,C,45.0,P/E 6.9x (vs 11x mercado) | Margen 31% | Dividendo 4.0%,1,0,Financial Services,Korea,🇰🇷,21.2,37270.0,9.9,20,,1.24,4.05,,8.8,6.9,,31.4,5.7,-18.3,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-20
030200.KS,KT Corporation,60700.0,KRW,44.0,C,44.0,P/E 9.2x | Potencial +17% | FCF yield 5.7% | Dividendo 4.9%,1,0,Communication Services,Korea,🇰🇷,21.2,70824.8,16.7,25,5.7,2.09,4.89,,9.8,9.2,,6.1,4.1,-12.5,missing_trailing_pe | regulatory_risk_in_telecom_sector,,SUSPECT,"Trailing P/E is missing, which is unusual for a publicly traded company like KT Corporation",2026-03-20
9988.HK,Alibaba Group Holding Limited,123.7,HKD,44.0,C,44.0,Potencial +58% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,194.94,57.6,29,-1.2,7.2,,,8.2,14.9,16.6,8.9,1.7,-33.6,regulatory risk | geopolitical risk | cyclical risk,BABA,RISKY,Negative FCF yield and low revenue growth raise concerns,2026-03-20
0001.HK,CK Hutchison Holdings Limited,60.3,HKD,44.0,C,44.0,P/E 9.2x | Potencial +15% | FCF yield 11.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Industrials,HongKong,🇭🇰,10.7,69.33,15.0,8,11.5,1.87,3.86,,2.9,9.2,29.9,4.2,-2.8,-9.3,cyclical | governance,,SUSPECT,Anomalous trailing P/E of 29.9x seems inconsistent with forward P/E of 9.2x,2026-03-20
8306.T,"Mitsubishi UFJ Financial Group, Inc.",2686.0,JPY,43.0,C,43.0,Potencial +14% | Margen 23% | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,3060.0,13.9,12,,1.74,2.9,,6.1,17.7,15.9,22.8,11.7,-13.0,FCF no comparable (sector financiero) | cyclical | governance,MUFG,SUSPECT,"Zero FCF yield is unusual for a financial institution, potentially indicating issues with cash flow generation",2026-03-20
9432.T,"NTT, Inc.",158.6,JPY,42.0,C,42.0,P/E 10.9x (vs 16x mercado) | Potencial +11% | FCF negativo | Dividendo 3.3% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Communication Services,Japan,🇯🇵,29.4,176.21,11.1,14,-3.4,1.39,3.34,,10.7,10.9,12.6,7.6,5.5,-5.1,Deuda elevada (D/E >2x) | Deuda elevada | Negative FCF Yield,,RISKY,Negative FCF yield and high debt-to-equity ratio are significant concerns,2026-03-20
