ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date
TOTS3.SA,TOTVS S.A.,33.78,BRL,69.0,A,69.0,ROE 16.1% | Potencial +53% analistas | Crecimiento ingresos +15% | Dividendo 1.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,51.75,53.2,13,1.2,6.65,1.81,,16.1,15.1,24.0,15.4,15.1,-30.2,regulatory risks in Brazil | cyclical risks in technology sector,,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential issues with future earnings estimates",2026-03-19
0005.HK,HSBC Holdings plc,124.0,HKD,68.0,A,68.0,P/E 9.0x | Potencial +27% | Crecimiento ingresos +58% | Margen 35% | Dividendo 4.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,157.33,26.9,9,,3.36,4.58,,11.6,9.0,13.2,35.2,58.4,-16.2,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | real estate exposure,HSBC,SUSPECT,Anomalous profit margin and revenue growth for a financial services company,2026-03-19
8766.T,"Tokio Marine Holdings, Inc.",6032.0,JPY,68.0,A,68.0,ROE 20.7% | P/E 12.2x | Potencial +16% | Crecimiento ingresos +22% | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,6972.0,15.6,10,,1.95,3.48,,20.7,12.2,11.0,12.6,21.8,-10.1,FCF no comparable (sector financiero) | Regulatory risk due to Japanese financial regulations | Cyclical risk inherent to insurance industry,TKOMY,CLEAN,"Metrics appear reasonable for an insurance company, with no obvious anomalies",2026-03-19
4568.T,"Daiichi Sankyo Company, Limited",2903.0,JPY,68.0,A,68.0,ROE 18.3% | Potencial +65% analistas | FCF negativo | Crecimiento ingresos +15% | Dividendo 2.6% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4786.88,64.9,16,-2.0,8.11,2.62,,18.3,20.2,19.4,14.8,15.1,-30.5,Negative FCF Yield | Regulatory Risk,DSNKY,SUSPECT,Negative FCF yield is anomalous for a healthcare company with positive profit margin and revenue growth,2026-03-19
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,47.0,BRL,67.0,A,67.0,ROE 28.2% | P/E 4.2x (vs 10x mercado) | FCF yield 14.0% | Margen 22% | Mercado Brazil CAPE 9 (34% descuento histórico),4,0,Energy,Brazil,🇧🇷,9.0,43.74,-6.9,13,14.0,-0.87,8.31,,28.2,4.2,5.8,22.1,5.0,-0.6,cyclical | geopolitical | governance,PBR,SUSPECT,Anomalous FCF yield and dividend yield for an energy company,2026-03-19
6098.T,"Recruit Holdings Co., Ltd.",6332.0,JPY,67.0,A,67.0,ROE 27.3% | Potencial +56% analistas | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,9873.75,55.9,16,4.7,6.99,0.39,,27.3,20.9,21.3,12.8,5.2,-33.8,regulatory risks in Japanese labor market | cyclical risks in recruitment industry,RCRUY,SUSPECT,High ROE and analyst upside may indicate overvaluation or unrealistic expectations,2026-03-19
0941.HK,China Mobile Limited,79.8,HKD,66.0,A,66.0,P/E 10.3x | Potencial +25% | FCF yield 8.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Communication Services,HongKong,🇭🇰,10.7,99.91,25.2,14,8.5,3.15,6.55,,10.5,10.3,10.8,13.7,2.5,-11.9,regulatory risk | geopolitical risk,,SUSPECT,FCF yield seems high for a telecom company,2026-03-19
1810.HK,Xiaomi Corporation,36.32,HKD,65.0,A,65.0,ROE 19.9% | Potencial +32% analistas | Crecimiento ingresos +22% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Technology,HongKong,🇭🇰,10.7,47.88,31.8,30,3.4,3.98,,,19.9,20.7,22.4,9.8,22.3,-40.9,Geopolitical Risk | Regulatory Risk,,SUSPECT,High revenue growth and analyst upside may not be sustainable given geopolitical risks and regulatory scrutiny in the technology sector,2026-03-19
7733.T,Olympus Corporation,1374.0,JPY,64.0,B,64.0,P/E 10.9x (vs 16x mercado) | Potencial +36% analistas | Dividendo 2.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,1865.38,35.8,13,0.7,4.47,2.14,,11.2,10.9,15.9,8.6,3.9,-36.6,cyclical | governance,,SUSPECT,Low FCF yield and relatively low profit margin raise concerns about the company's ability to generate cash and sustain profitability,2026-03-19
ITUB4.SA,Itaú Unibanco Holding S.A.,42.28,BRL,63.0,B,63.0,ROE 21.0% | P/E 8.1x | Potencial +13% | Margen 32% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,47.92,13.3,13,,1.67,1.3,,21.0,8.1,10.5,32.3,11.0,-14.9,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,ITUB,SUSPECT,Low forward P/E and high profit margin may indicate potential overstatement of earnings or undervaluation,2026-03-19
RENT3.SA,Localiza Rent a Car S.A.,44.11,BRL,62.0,B,62.0,P/E 8.9x | Potencial +33% analistas | FCF yield 13.4% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.49,32.6,15,13.4,4.07,4.67,,7.2,8.9,25.1,4.5,11.7,-16.8,Earnings Volatility | Estimation Risk,,SUSPECT,Anomalous trailing P/E of 25.1x compared to forward P/E of 8.9x may indicate inconsistent earnings expectations,2026-03-19
LREN3.SA,Lojas Renner S.A.,15.09,BRL,62.0,B,62.0,P/E 8.7x | Potencial +27% | FCF yield 10.6% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Consumer Cyclical,Brazil,🇧🇷,9.0,19.21,27.3,15,10.6,3.42,6.04,,13.7,8.7,10.5,9.2,4.8,-24.1,cyclical risk | valuation risk,,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overvaluation or incorrect reporting",2026-03-19
RDOR3.SA,Rede D'Or São Luiz S.A.,37.02,BRL,62.0,B,62.0,ROE 20.0% | Potencial +36% analistas | FCF yield 5.3% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Healthcare,Brazil,🇧🇷,9.0,50.44,36.2,13,5.3,4.53,9.02,,20.0,13.1,17.5,8.4,11.9,-23.5,Deuda elevada (D/E >2x) | Deuda elevada | Potential dividend trap,RDORY,RISKY,High debt-to-equity ratio and unusually high dividend yield raise concerns,2026-03-19
BBDC4.SA,Banco Bradesco S.A.,18.63,BRL,61.0,B,61.0,P/E 6.2x (vs 10x mercado) | Potencial +17% | Margen 27% | Dividendo 1.2% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Financial Services,Brazil,🇧🇷,9.0,21.85,17.3,13,,2.16,1.22,,13.8,6.2,8.7,26.5,6.0,-15.8,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,BBD,SUSPECT,Low Forward P/E and high Profit Margin may indicate undervaluation or accounting discrepancies,2026-03-19
1398.HK,Industrial and Commercial Bank of China Limited,6.58,HKD,61.0,B,61.0,P/E 5.7x (vs 11x mercado) | Potencial +12% | Margen 54% | Dividendo 5.1% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,7.4,12.4,17,,1.55,5.12,,9.1,5.7,5.9,54.3,5.8,-1.2,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | real estate exposure | state-owned enterprise governance risks,,RISKY,Low P/E ratio and high profit margin raise concerns about potential undervaluation or hidden risks,2026-03-19
0883.HK,CNOOC Limited,29.58,HKD,59.0,B,59.0,ROE 16.4% | P/E 9.2x | Margen 30% | Dividendo 5.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Energy,HongKong,🇭🇰,10.7,26.93,-9.0,14,3.9,-1.12,5.16,,16.4,9.2,10.2,30.3,5.7,-1.5,cyclical | geopolitical | governance,,SUSPECT,Low forward P/E and high dividend yield may indicate undervaluation or underlying issues,2026-03-19
6902.T,DENSO Corporation,1915.5,JPY,58.0,B,58.0,P/E 9.9x (vs 16x mercado) | Potencial +22% | Dividendo 3.3% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,2337.5,22.0,16,1.1,2.75,3.26,,7.9,9.9,15.1,5.2,5.0,-19.3,cyclical risk | governance risk,,SUSPECT,Low ROE and profit margin for a consumer cyclical company,2026-03-19
012330.KS,"Hyundai Mobis Co.,Ltd",413000.0,KRW,57.0,B,57.0,P/E 7.7x (vs 11x mercado) | Potencial +31% analistas | Dividendo 1.5%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,542633.3,31.4,30,3.0,3.92,1.51,,7.7,7.7,,6.0,4.7,-22.2,cyclical risk | governance risk,,SUSPECT,Low forward P/E ratio of 7.7x and trailing P/E reported as non-existent raises concerns about data quality or potential undervaluation,2026-03-19
3988.HK,Bank of China Limited,4.67,HKD,57.0,B,57.0,P/E 5.6x (vs 11x mercado) | Potencial +17% | Margen 44% | Dividendo 5.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,5.47,17.2,18,,2.15,5.37,,8.3,5.6,5.6,43.5,2.8,-2.7,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | real estate exposure | governance risk,,RISKY,Low P/E ratio and high profit margin raise concerns about data quality and potential underlying risks,2026-03-19
2382.HK,Sunny Optical Technology (Group) Company Limited,56.4,HKD,57.0,B,57.0,Potencial +60% analistas | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Technology,HongKong,🇭🇰,10.7,90.14,59.8,25,3.6,7.48,0.87,,13.5,13.4,16.7,8.4,4.2,-38.3,cyclical risk | geopolitical risk,,SUSPECT,Low dividend yield and moderate profit margin raise concerns about the company's ability to generate stable cash flows,2026-03-19
9618.HK,"JD.com, Inc.",110.7,HKD,57.0,B,57.0,P/E 7.1x (vs 11x mercado) | Potencial +34% analistas | FCF negativo | Dividendo 3.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,148.77,34.4,23,-5.3,4.3,3.46,,7.6,7.1,15.2,1.5,1.5,-37.0,cyclical risk | governance risk,JD,SUSPECT,Negative FCF yield and low profit margin raise concerns about the company's financial health,2026-03-19
0939.HK,China Construction Bank Corporation,8.09,HKD,57.0,B,57.0,P/E 5.5x (vs 11x mercado) | Potencial +17% | Margen 56% | Dividendo 5.2% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,9.5,17.5,18,,2.18,5.24,,9.6,5.5,5.5,55.9,3.0,-5.5,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | governance risk | real estate exposure,,RISKY,Anomalous profit margin and lack of FCF yield data raise concerns,2026-03-19
005930.KS,"Samsung Electronics Co., Ltd.",200500.0,KRW,56.0,B,56.0,P/E 7.0x (vs 11x mercado) | Potencial +20% | Crecimiento ingresos +24% | Dividendo 1.1%,0,0,Technology,Korea,🇰🇷,21.2,239873.48,19.6,37,1.8,2.45,1.09,,10.8,7.0,,13.3,23.8,-10.1,incomplete_data | potential_accounting_issues,SSNLF,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a well-established company like Samsung Electronics",2026-03-19
000270.KS,Kia Corporation,170500.0,KRW,55.0,B,55.0,P/E 7.1x (vs 11x mercado) | Potencial +20% | Dividendo 3.9%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,204903.22,20.2,31,2.9,2.52,3.88,,12.9,7.1,,6.6,3.5,-19.8,cyclical risk | geopolitical risk,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like Kia Corporation",2026-03-19
035420.KS,NAVER Corporation,220500.0,KRW,55.0,B,55.0,Potencial +48% analistas | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,326269.22,48.0,26,4.4,6.0,1.16,,6.5,14.1,,16.2,10.7,-25.3,incomplete_data | potential_accounting_issues,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like NAVER Corporation",2026-03-19
086790.KS,Hana Financial Group Inc.,113200.0,KRW,55.0,B,55.0,P/E 6.7x (vs 11x mercado) | Potencial +13% | Crecimiento ingresos +83% | Margen 32% | Dividendo 4.8%,1,0,Financial Services,Korea,🇰🇷,21.2,128295.65,13.3,23,,1.67,4.77,,9.0,6.7,,32.3,82.9,-15.3,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk,,SUSPECT,Anomalous forward P/E of 6.7x and high revenue growth YoY of 82.9% may indicate potential overestimation or irregularities,2026-03-19
7203.T,Toyota Motor Corporation,3325.0,JPY,54.0,B,54.0,P/E 10.3x (vs 16x mercado) | Potencial +21% | FCF negativo | Dividendo 2.8% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,4023.09,21.0,16,-0.1,2.62,2.79,,10.0,10.3,11.7,7.3,8.6,-16.9,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established automaker like Toyota,2026-03-19
9988.HK,Alibaba Group Holding Limited,132.0,HKD,53.0,B,53.0,Potencial +47% analistas | FCF negativo | Dividendo 5.8% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,194.36,47.2,29,-2.0,5.91,5.77,,11.2,15.1,17.9,12.2,4.8,-29.1,regulatory risks in China | cyclical industry risks,BABA,RISKY,Negative FCF yield and low revenue growth raise concerns about the company's financial health,2026-03-19
8035.T,Tokyo Electron Limited,39330.0,JPY,52.0,B,52.0,ROE 26.5% | Potencial +21% | Margen 21% | Dividendo 1.5% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,47433.33,20.6,21,1.6,2.58,1.49,,26.5,30.7,33.4,21.1,-15.7,-15.6,Ingresos en declive YoY | Cyclical Risk | Regulatory Risk,,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-19
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",17.12,BRL,51.0,B,51.0,ROE 25.6% | Margen 46% | Dividendo 3.5% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,18.04,5.3,14,,0.67,3.47,,25.6,14.2,20.6,45.5,10.5,-8.1,FCF no comparable (sector financiero) | regulatory risk | governance risk,,SUSPECT,High profit margin and ROE for a financial services company may indicate potential accounting or operational anomalies,2026-03-19
316140.KS,Woori Financial Group Inc.,33600.0,KRW,51.0,B,51.0,P/E 6.8x (vs 11x mercado) | Potencial +11% | Margen 31% | Dividendo 4.1%,1,0,Financial Services,Korea,🇰🇷,21.2,37270.0,10.9,20,,1.37,4.06,,8.8,6.8,,31.4,5.7,-19.0,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-19
7974.T,"Nintendo Co., Ltd.",9734.0,JPY,51.0,B,51.0,Potencial +27% | Crecimiento ingresos +86% | Dividendo 1.8% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,12402.73,27.4,26,,3.43,1.84,,14.1,28.6,30.7,18.9,86.3,-34.2,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,Missing FCF Yield is unusual for a company with high revenue growth,2026-03-19
105560.KS,KB Financial Group Inc.,155700.0,KRW,50.0,B,50.0,P/E 8.3x | Potencial +14% | Crecimiento ingresos +32% | Margen 37% | Dividendo 4.2%,1,0,Financial Services,Korea,🇰🇷,21.2,177930.0,14.3,20,,1.78,4.15,,9.7,8.3,,36.7,31.8,-9.7,FCF no comparable (sector financiero) | Regulatory risk in financial sector | Geopolitical risk in Korea,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise data quality concerns,2026-03-19
055550.KS,"Shinhan Financial Group Co., Ltd.",96500.0,KRW,50.0,B,50.0,P/E 7.7x | Potencial +15% | Crecimiento ingresos +22% | Margen 32% | Dividendo 3.7%,1,0,Financial Services,Korea,🇰🇷,21.2,110804.77,14.8,21,,1.85,3.71,,8.5,7.7,,31.6,21.6,-10.0,FCF no comparable (sector financiero) | Regulatory risk in Korean financial sector | Cyclical risk due to economic fluctuations,,SUSPECT,Anomalous forward P/E of 7.7x seems low for a financial services company with a high profit margin and revenue growth,2026-03-19
0001.HK,CK Hutchison Holdings Limited,59.95,HKD,49.0,C,49.0,P/E 9.7x | Potencial +16% | FCF yield 13.9% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Industrials,HongKong,🇭🇰,10.7,69.33,15.6,8,13.9,1.95,3.65,,2.2,9.7,29.7,2.7,2.0,-9.8,Potential earnings volatility | Governance risks due to complex conglomerate structure,,SUSPECT,Anomalous trailing P/E of 29.7x seems high compared to forward P/E of 9.7x,2026-03-19
BBAS3.SA,Banco do Brasil S.A.,23.41,BRL,48.0,C,48.0,P/E 4.4x (vs 10x mercado) | Potencial +15% | Dividendo 1.2% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Financial Services,Brazil,🇧🇷,9.0,26.94,15.1,13,,1.88,1.2,,8.7,4.4,9.8,15.5,-29.9,-22.1,FCF no comparable (sector financiero) | Ingresos en declive YoY | cyclical risk | geopolitical risk | governance risk,,RISKY,Negative revenue growth and low forward P/E raise concerns,2026-03-19
WEGE3.SA,WEG S.A.,46.16,BRL,48.0,C,48.0,ROE 32.5% | Potencial +15% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,53.17,15.2,14,2.0,1.9,4.65,,32.5,23.5,30.4,15.6,-5.3,-15.3,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,WEGZY,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-19
8316.T,"Sumitomo Mitsui Financial Group, Inc.",5156.0,JPY,47.0,C,47.0,Potencial +14% | Crecimiento ingresos +22% | Margen 21% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,5878.2,14.0,13,,1.75,2.99,,4.9,16.2,13.8,20.7,21.8,-18.0,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,SMFG,SUSPECT,Anomalous FCF yield and high profit margin for a financial services company,2026-03-19
9983.T,"Fast Retailing Co., Ltd.",63430.0,JPY,46.0,C,46.0,ROE 20.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,65560.21,3.4,14,2.5,0.42,0.79,,20.0,46.3,45.0,12.7,14.8,-9.3,Overvaluation Risk | Cyclical Sector Volatility,,SUSPECT,High P/E ratios and low dividend yield raise concerns about valuation and return on investment,2026-03-19
6367.T,"Daikin Industries,Ltd.",19370.0,JPY,45.0,C,45.0,Potencial +13% | Dividendo 1.7% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,21855.09,12.8,16,,1.6,1.67,,9.3,19.6,20.7,5.7,7.9,-7.4,cyclical | governance,,SUSPECT,Missing FCF Yield is unusual for an industrial company,2026-03-19
VALE3.SA,Vale S.A.,77.13,BRL,45.0,C,45.0,P/E 6.7x (vs 10x mercado) | Potencial +14% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Basic Materials,Brazil,🇧🇷,9.0,88.3,14.5,12,4.7,1.81,8.94,,5.9,6.7,27.0,6.5,0.5,-15.8,cyclical industry risk | geopolitical risk due to Brazil market exposure,VALE,SUSPECT,Anomalous trailing P/E of 27.0x compared to forward P/E of 6.7x indicates potential data inconsistency,2026-03-19
7267.T,"Honda Motor Co., Ltd.",1302.0,JPY,45.0,C,45.0,P/E 5.7x (vs 16x mercado) | Potencial +21% | Dividendo 5.2% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,1579.05,21.3,18,0.8,2.66,5.2,,4.3,5.7,10.4,2.3,-3.4,-24.7,cyclical risk | geopolitical risk,,SUSPECT,Low forward P/E and high dividend yield may indicate undervaluation or underlying issues,2026-03-19
8306.T,"Mitsubishi UFJ Financial Group, Inc.",2686.0,JPY,43.0,C,43.0,Potencial +14% | Margen 23% | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,3060.0,13.9,12,,1.74,2.86,,6.1,17.7,16.0,22.8,11.7,-13.0,FCF no comparable (sector financiero) | cyclical risk | regulatory risk,MUFG,SUSPECT,Missing FCF yield and relatively low ROE raise concerns about the company's financial health,2026-03-19
9432.T,"NTT, Inc.",158.6,JPY,42.0,C,42.0,P/E 10.9x (vs 16x mercado) | Potencial +11% | FCF negativo | Dividendo 3.4% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Communication Services,Japan,🇯🇵,29.4,176.21,11.1,14,-3.4,1.39,3.35,,10.7,10.9,12.6,7.6,5.5,-5.1,Deuda elevada (D/E >2x) | Deuda elevada | Negative FCF Yield,,RISKY,Negative FCF yield and high debt-to-equity ratio are concerning,2026-03-19
