ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
CLPBY,0.0,Coloplast AS,69.5,Healthcare,Medical Instruments & Supplies,100.0,70.0,15.0,80.0,70.0,6.68,15245810688.0,15.0,1.3,False,down,33.8,True,2.0,0.2,True,2.0,,,False,11.44,-41.6,0.0,False,"{'roe_pct': 27.3, 'debt_to_equity': 1.82, 'current_ratio': 1.3, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': 33.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 14.3}",10.16,12.2,8.45,4.0,buy,52.2,70.96,962.3,8.4,25.7,22.76,1.67,5.35,129.2,2.58,False,,6.4,23.7,,,False,False,7.0,NEUTRAL,28.22,105.6,0.46,,,,,,50.0,0.0,0.0,15.0,20.8,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",HIGH_FLOAT,143.4,35.0,35.8,15.0,False,down,1.3,0.0,True,2.0,True,2.0,8.0,9,21.0,61.9,Medio,24.2,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,61.199999999999996,-3.0,0.0,8.0,-2.0,0.0,5.0,6.52,3.0,5.0,9,0,,,0.0,0.0,⭐ GOOD,🟡 Good,,,,,,,
ETN,0.0,"Eaton Corporation, PLC",79.7,Industrials,Specialty Industrial Machinery,100.0,70.0,74.6,75.0,60.0,403.0,156525199360.0,80.0,83.7,False,up,17.4,True,2.0,10.6,True,1.0,2.3,3.2,False,408.45,-1.3,7.0,True,"{'roe_pct': 21.5, 'debt_to_equity': 0.55, 'current_ratio': 1.32, 'operating_margin_pct': 20.0}","{'eps_growth_yoy': 17.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 14.9}",410.2,514.0,321.0,28.0,buy,1.8,187.92,-53.4,197.32,-51.0,1.66,6.7,1.09,39.8,1.59,True,-1.19,21.5,18.9,16.0,2026-04-30,False,True,7.0,NEUTRAL,3.11,64.1,1.37,,,,,,50.0,45.9,0.0,15.0,23.9,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",MEGA_FLOAT,387.3,23.0,38.9,80.0,False,up,83.7,5.0,True,2.0,True,1.0,8.0,2,21.0,95.2,Top 10%,61.0,5.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,2/3,60.88,5.0,0.0,0.0,0.0,3.0,5.0,0.22,-3.0,5.0,75,0,,,0.0,33.47,⭐ GOOD,🟡 Good,AVOID,25.0,Near ATH (-1.3% from high) - poor entry point | Elevated P/E (38.6) - watch valuation,-1.3,NEUTRAL,BUY,False
INTU,0.0,Intuit Inc.,57.0,Technology,Software - Application,75.0,50.0,15.0,80.0,70.0,350.94,97657503744.0,15.0,0.0,False,down,-75.4,True,2.0,-40.0,True,2.0,3.0,1.5,False,813.7,-56.9,0.0,False,"{'roe_pct': 23.5, 'debt_to_equity': 0.36, 'current_ratio': 1.32, 'operating_margin_pct': 18.4}","{'eps_growth_yoy': -75.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.6}",603.49,916.0,425.0,33.0,buy,72.0,812.95,131.6,461.1,31.4,5.43,19.17,1.32,29.1,0.6,True,-3.36,23.6,48.5,38.0,2026-05-21,False,False,9.0,STRONG,5.03,97.0,0.27,,,,,,50.0,0.0,0.0,15.0,17.1,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,270.3,38.0,32.1,15.0,False,down,0.0,0.0,True,2.0,True,2.0,8.0,18,21.0,19.0,Bottom 25%,3.8,-3.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,60.8,0.0,0.0,6.0,0.0,3.0,5.0,9.0,3.0,10.0,37,0,,,0.0,0.0,⭐ GOOD,🟡 Good,,,,,,,
CDNS,67.0,"Cadence Design Systems, Inc.",73.8,Technology,Software - Application,95.0,80.0,24.0,90.0,70.0,265.66,73346621440.0,15.0,0.3,False,down,41.9,False,0.0,15.9,True,2.0,2.3,2.2,False,376.45,-29.4,0.0,False,"{'roe_pct': 21.9, 'debt_to_equity': 0.49, 'current_ratio': 2.86, 'operating_margin_pct': 32.8}","{'eps_growth_yoy': 41.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.9}",371.68,410.0,275.0,27.0,strong_buy,39.9,129.75,-51.2,59.28,-77.7,2.06,5.47,,,,True,-1.49,14.1,14.6,14.0,2026-04-27,False,True,7.0,NEUTRAL,2.28,44.0,1.93,,,,,,50.0,19.9,26.8,15.0,22.1,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 42% up volume)",MEGA_FLOAT,271.3,38.0,63.9,15.0,False,down,0.3,0.0,False,0.0,True,2.0,2.0,18,21.0,19.0,Bottom 25%,3.8,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,60.519999999999996,0.0,0.0,0.0,0.0,3.0,3.0,4.99,3.0,5.0,90,0,,WATCH,0.0,33.38,⭐ GOOD,🟡 Good,,,,,,,
ATLKY,0.0,Atlas Copco AB,64.1,Industrials,Specialty Industrial Machinery,70.0,50.0,60.3,80.0,65.0,19.35,94351048704.0,60.0,59.5,False,down,-15.1,True,2.0,-7.0,True,2.0,,,False,22.05,-12.2,5.0,False,"{'roe_pct': 23.6, 'debt_to_equity': 0.32, 'current_ratio': 1.55}","{'eps_growth_yoy': -15.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 15.7}",23.5,23.5,23.5,1.0,strong_buy,21.4,120.36,522.0,5.8,-70.0,28.74,8.18,2.89,55.5,1.54,False,,345.7,-7.5,,,False,False,6.0,NEUTRAL,,53.6,,,,,,,50.0,50.2,0.0,15.0,19.2,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,3939.2,3.0,34.2,60.0,False,down,59.5,0.0,True,2.0,True,2.0,8.0,2,21.0,95.2,Top 10%,61.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,3/3,59.89,5.0,0.0,8.0,3.0,0.0,0.0,2.68,1.0,2.0,,0,,,0.0,19.91,🔵 DECENT,🟡 Good,HOLD,65.0,Close to ATH (-12.2% from high) - wait for pullback | Strong upside (+21.4%) - analyst support,-12.2,NEUTRAL,STRONG_BUY,False
MKC,0.0,"McCormick & Company, Incorporat",68.5,Consumer Defensive,Packaged Foods,100.0,60.0,36.0,65.0,65.0,53.71,14439568384.0,15.0,7.4,False,down,484.2,True,1.0,12.9,False,0.0,,0.0,False,78.16,-31.3,0.0,False,"{'roe_pct': 25.3, 'debt_to_equity': 0.65, 'current_ratio': 0.76, 'operating_margin_pct': 14.3}","{'eps_growth_yoy': 484.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.1}",62.69,77.0,52.0,13.0,buy,16.7,62.24,15.9,183.0,240.7,2.58,1.47,3.57,30.0,2.03,True,-0.2,5.7,369.8,79.0,2026-07-02,False,False,6.0,NEUTRAL,5.61,66.6,0.03,,,,,,50.0,4.600000000000001,0.0,15.0,20.6,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,265.3,23.0,35.6,15.0,False,down,7.4,0.0,True,1.0,False,0.0,2.0,,21.0,,Sin datos suficientes,7.4,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,59.7,0.0,0.0,0.0,5.0,3.0,5.0,2.09,1.0,2.0,39,0,,,0.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
MSI,0.0,"Motorola Solutions, Inc.",78.8,Technology,Communication Equipment,100.0,90.0,50.3,65.0,65.0,433.69,72080842752.0,35.0,38.8,False,up,50.9,True,1.0,33.7,True,1.0,1.7,2.2,False,492.22,-11.9,4.0,False,"{'roe_pct': 104.2, 'debt_to_equity': 4.02, 'current_ratio': 1.04, 'operating_margin_pct': 27.8}","{'eps_growth_yoy': 50.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 18.4}",505.45,540.0,470.0,11.0,buy,16.5,223.57,-48.4,127.5,-70.6,2.77,12.01,1.12,35.1,1.13,True,-1.6,8.8,8.6,17.0,2026-04-30,False,True,6.0,NEUTRAL,3.94,161.2,2.77,,,,,,50.0,28.6,0.0,15.0,23.6,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,164.9,20.0,38.6,35.0,False,up,38.8,2.0,True,1.0,True,1.0,5.0,,21.0,,Sin datos suficientes,38.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,59.62,0.0,0.0,0.0,0.0,3.0,3.0,2.06,1.0,2.0,42,0,,,0.0,16.88,🔵 DECENT,🟡 Good,,,,,,,
MCO,0.0,Moody's Corporation,50.5,Financial Services,Financial Data & Stock Exchanges,55.0,30.0,36.0,85.0,65.0,427.41,76080635904.0,15.0,13.6,False,down,-2.4,False,0.0,-1.8,False,0.0,2.1,2.2,False,546.88,-21.8,1.0,False,"{'roe_pct': 62.1, 'debt_to_equity': 1.77, 'current_ratio': 1.74, 'operating_margin_pct': 42.1}","{'eps_growth_yoy': -2.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 31.9}",544.95,660.0,460.0,20.0,buy,27.5,490.36,14.7,410.4,-4.0,2.71,11.56,0.96,27.5,0.8,False,,12.1,57.6,8.0,2026-04-22,False,True,8.0,STRONG,4.22,106.3,0.4,,,,,,50.0,0.0,0.0,15.0,15.2,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 35% up volume)",HIGH_FLOAT,163.7,35.0,30.2,15.0,False,down,13.6,0.0,False,0.0,False,0.0,0.0,7,21.0,71.4,Medio,31.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,59.2,0.0,0.0,0.0,0.0,0.0,5.0,3.44,3.0,10.0,45,1,Berkshire Hathaway (Buffett),,0.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
NDSN,0.0,Nordson Corporation,63.3,Industrials,Specialty Industrial Machinery,80.0,30.0,65.1,85.0,60.0,275.28,15356109824.0,60.0,69.9,False,up,18.7,False,0.0,-2.0,False,0.0,2.3,3.1,False,305.28,-9.8,6.0,False,"{'roe_pct': 17.5, 'debt_to_equity': 0.67, 'current_ratio': 2.72, 'operating_margin_pct': 25.0}","{'eps_growth_yoy': 18.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.4}",308.43,335.0,240.0,7.0,buy,12.0,391.11,42.1,277.5,0.8,3.35,9.22,1.19,34.6,1.07,True,-2.16,7.4,44.2,44.0,2026-05-27,False,False,7.0,NEUTRAL,4.05,65.0,0.5,,,,,,50.0,49.0,0.0,15.0,19.0,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEDIUM_FLOAT,49.7,0.0,34.0,60.0,False,up,69.9,2.0,False,0.0,False,0.0,0.0,2,21.0,95.2,Top 10%,61.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,59.02,5.0,0.0,3.0,0.0,3.0,5.0,1.5,0.0,5.0,64,0,,,0.0,22.83,🔵 DECENT,🟡 Good,HOLD,55.0,Close to ATH (-9.8% from high) - wait for pullback,-9.8,NEUTRAL,BUY,False
SPGI,0.0,S&P Global Inc.,56.6,Financial Services,Financial Data & Stock Exchanges,75.0,50.0,27.0,65.0,65.0,415.42,124127502336.0,15.0,13.7,False,down,4.0,False,0.0,3.7,False,0.0,1.2,1.6,False,579.05,-28.3,0.0,False,"{'roe_pct': 13.1, 'debt_to_equity': 0.38, 'current_ratio': 0.82, 'operating_margin_pct': 38.3}","{'eps_growth_yoy': 4.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.2}",538.52,625.0,480.0,21.0,strong_buy,29.6,698.89,68.2,439.8,5.9,3.93,16.48,0.93,26.2,0.81,True,-4.03,22.6,32.0,14.0,2026-04-28,False,True,7.0,NEUTRAL,4.62,942.7,0.59,,,,,,50.0,0.0,0.0,15.0,17.0,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,298.1,28.0,32.0,15.0,False,down,13.7,0.0,False,0.0,False,0.0,0.0,7,21.0,71.4,Medio,31.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,58.64,0.0,0.0,3.0,0.0,3.0,5.0,3.7,3.0,5.0,13,0,,WATCH,0.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
WTKWY,0.0,Wolters Kluwer N.V.,48.0,Industrials,Specialty Business Services,60.0,50.0,15.0,50.0,70.0,73.56,16658790400.0,15.0,2.0,False,down,,,0.0,,,0.0,,,False,185.47,-60.3,0.0,False,"{'roe_pct': 111.7, 'debt_to_equity': 6.23, 'current_ratio': 0.65, 'operating_margin_pct': 24.2}",{'profit_margin_pct': 21.4},120.2,120.2,120.2,1.0,strong_buy,63.4,186.14,153.0,197.4,168.4,5.92,4.39,3.83,43.5,1.69,,,,18.4,,,False,False,7.0,NEUTRAL,8.54,668.9,0.28,,,,,,50.0,0.0,0.0,15.0,14.4,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,225.6,38.0,29.4,15.0,False,down,2.0,0.0,,0.0,,0.0,0.0,16,21.0,28.6,Bajo 50%,9.5,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,58.45,5.0,0.0,6.0,5.0,0.0,5.0,7.92,3.0,5.0,2,0,,,0.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
ADP,63.73809523809524,"Automatic Data Processing, Inc.",49.2,Technology,Software - Application,50.0,50.0,15.0,85.0,60.0,188.79,76355870720.0,15.0,0.0,False,down,-15.0,False,0.0,-3.5,True,2.0,3.4,3.3,False,329.93,-42.8,0.0,False,"{'roe_pct': 73.8, 'debt_to_equity': 0.7, 'current_ratio': 1.03, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': -15.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.0}",260.6,332.0,208.0,15.0,hold,38.0,179.94,-4.7,119.6,-36.6,4.53,8.59,3.6,60.7,2.0,True,-1.99,13.3,4.6,15.0,2026-04-29,False,True,8.0,STRONG,7.39,192.0,1.37,,,,,,50.0,6.299999999999997,25.5,15.0,14.8,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,401.7,38.0,55.3,15.0,False,down,0.0,0.0,False,0.0,True,2.0,2.0,18,21.0,19.0,Bottom 25%,3.8,-3.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,57.43000000000001,0.0,0.0,3.0,5.0,3.0,1.0,4.75,3.0,10.0,6,0,,CAUTION,-5.0,14.289047619047622,🔵 DECENT,🟡 Good,,,,,,,
IDXX,0.0,"IDEXX Laboratories, Inc.",62.0,Healthcare,Diagnostics & Research,75.0,50.0,36.0,85.0,70.0,563.0,44828332032.0,15.0,21.9,False,down,2.3,False,0.0,9.2,False,0.0,2.6,3.7,False,769.98,-26.9,3.0,False,"{'roe_pct': 66.2, 'debt_to_equity': 0.61, 'current_ratio': 1.23, 'operating_margin_pct': 29.8}","{'eps_growth_yoy': 2.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.6}",742.54,823.0,470.0,13.0,buy,31.9,268.8,-52.3,233.77,-58.5,1.76,9.96,,,,True,-2.71,35.1,12.5,21.0,2026-05-05,False,True,8.0,STRONG,2.99,120.0,1.91,,,,,,50.0,8.600000000000001,0.0,15.0,18.6,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",HIGH_FLOAT,78.8,25.0,33.6,15.0,False,down,21.9,0.0,False,0.0,False,0.0,0.0,10,21.0,57.1,Medio,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,57.099999999999994,-3.0,0.0,0.0,0.0,3.0,3.0,3.99,3.0,10.0,61,0,,,0.0,6.2,🔵 DECENT,🟡 Good,,,,,,,
IT,0.0,"Gartner, Inc.",59.8,Technology,Information Technology Services,90.0,70.0,15.0,45.0,55.0,143.72,10358927360.0,15.0,0.0,False,down,14.8,True,1.0,14.2,True,1.0,12.7,5.0,True,451.73,-68.2,0.0,False,"{'roe_pct': 86.9, 'debt_to_equity': 10.47, 'current_ratio': 1.0, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': 14.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.2}",186.31,255.0,140.0,13.0,hold,29.6,192.74,34.1,96.4,-32.9,8.91,13.1,,,,True,-19.22,8.7,-13.7,21.0,2026-05-05,False,True,6.0,NEUTRAL,9.31,255.4,,,,,,,50.0,2.8999999999999986,0.0,15.0,17.9,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",HIGH_FLOAT,68.0,25.0,32.9,15.0,False,down,0.0,0.0,True,1.0,True,1.0,5.0,21,21.0,4.8,Bottom 25%,0.0,-3.0,3.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,56.97,0.0,0.0,8.0,0.0,3.0,-3.0,3.7,3.0,2.0,3,0,,BEST,11.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
ICE,0.0,Intercontinental Exchange Inc.,60.5,Financial Services,Financial Data & Stock Exchanges,85.0,40.0,36.0,75.0,65.0,160.6,91204182016.0,15.0,22.7,False,down,6.8,True,1.0,-2.7,True,1.0,1.5,2.1,False,189.35,-15.2,1.0,False,"{'roe_pct': 11.9, 'debt_to_equity': 0.7, 'current_ratio': 1.02, 'operating_margin_pct': 49.6}","{'eps_growth_yoy': 6.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 33.4}",197.87,240.0,174.0,15.0,strong_buy,23.2,204.86,27.6,135.02,-15.9,3.82,6.15,1.3,33.3,1.23,True,-1.53,6.4,23.4,16.0,2026-04-30,False,True,8.0,STRONG,4.65,118.3,0.79,,,,,,50.0,10.200000000000003,0.0,15.0,18.2,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 49% up volume)",MEGA_FLOAT,564.0,23.0,33.2,15.0,False,down,22.7,0.0,True,1.0,True,1.0,5.0,7,21.0,71.4,Medio,31.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,56.95,0.0,0.0,3.0,0.0,3.0,5.0,2.9,1.0,10.0,35,0,,,0.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
TW,0.0,Tradeweb Markets Inc.,75.5,Financial Services,Capital Markets,100.0,60.0,58.7,85.0,60.0,121.44,26477080576.0,35.0,28.8,False,up,119.0,True,2.0,2.3,True,1.0,1.9,1.7,False,149.25,-18.6,4.0,False,"{'roe_pct': 13.6, 'debt_to_equity': 0.02, 'current_ratio': 4.84, 'operating_margin_pct': 42.4}","{'eps_growth_yoy': 119.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 39.6}",134.93,195.0,112.0,14.0,buy,11.1,,,113.4,-6.6,,,0.46,12.7,0.39,True,-0.39,606.3,90.2,15.0,2026-04-29,False,True,8.0,STRONG,4.76,57.1,0.21,,,,,,50.0,27.6,0.0,15.0,22.6,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",HIGH_FLOAT,115.5,20.0,37.6,35.0,False,up,28.8,2.0,True,2.0,True,1.0,8.0,,21.0,,Sin datos suficientes,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,56.6,0.0,0.0,0.0,0.0,3.0,5.0,1.39,0.0,10.0,49,0,,,0.0,7.55,🔵 DECENT,🟡 Good,,,,,,,
WM,0.0,"Waste Management, Inc.",63.1,Industrials,Waste Management,90.0,50.0,50.3,50.0,60.0,229.45,92545392640.0,35.0,33.0,False,up,16.5,True,1.0,4.9,False,0.0,1.5,2.7,False,248.13,-7.5,3.0,False,"{'roe_pct': 29.7, 'debt_to_equity': 2.39, 'current_ratio': 0.89, 'operating_margin_pct': 20.0}","{'eps_growth_yoy': 16.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.7}",254.32,285.0,210.0,25.0,buy,10.8,144.2,-37.2,158.12,-31.1,1.87,4.3,1.49,49.2,1.49,False,,4.8,23.6,15.0,2026-04-28,False,True,8.0,STRONG,3.73,21.3,1.04,,,,,,50.0,17.9,0.0,15.0,18.9,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",MEGA_FLOAT,402.2,23.0,33.9,35.0,False,up,33.0,2.0,True,1.0,False,0.0,2.0,14,21.0,38.1,Bajo 50%,15.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,56.24,5.0,0.0,0.0,0.0,0.0,5.0,1.35,0.0,10.0,89,0,,,0.0,15.31,🔵 DECENT,🟡 Good,,,,,,,
VRSK,0.0,"Verisk Analytics, Inc.",51.2,Industrials,Consulting Services,55.0,60.0,15.0,65.0,70.0,164.28,22661093376.0,15.0,0.0,False,down,-15.1,False,0.0,3.4,True,1.0,4.0,2.1,False,322.92,-49.1,0.0,False,"{'roe_pct': 437.9, 'debt_to_equity': 15.82, 'current_ratio': 1.2, 'operating_margin_pct': 44.0}","{'eps_growth_yoy': -15.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.6}",229.53,275.0,183.0,17.0,buy,39.7,140.44,-14.5,64.7,-60.6,4.47,7.73,1.22,27.8,0.62,True,-2.75,7.9,,15.0,2026-04-29,False,True,7.0,NEUTRAL,5.29,113.1,1.49,,,,,,50.0,0.0,0.0,15.0,15.4,2026-04-13 14:23:46,2026-04-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",HIGH_FLOAT,137.5,35.0,30.4,15.0,False,down,0.0,0.0,False,0.0,True,1.0,2.0,,21.0,,Sin datos suficientes,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,56.18000000000001,5.0,0.0,3.0,0.0,3.0,0.0,4.96,3.0,5.0,26,0,,,0.0,0.0,🔵 DECENT,🟡 Good,,,,,,,
