ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date
LREN3.SA,Lojas Renner S.A.,15.66,BRL,67.0,A,67.0,P/E 9.0x | Potencial +23% | FCF yield 10.2% | Dividendo 5.7% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Consumer Cyclical,Brazil,🇧🇷,9.0,19.21,22.7,15,10.2,2.84,5.69,,13.7,9.0,10.9,9.2,4.8,-21.2,cyclical risk | geopolitical risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company in Brazil,2026-03-24
6098.T,"Recruit Holdings Co., Ltd.",6539.0,JPY,67.0,A,67.0,ROE 27.3% | Potencial +51% analistas | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,9873.75,51.0,16,4.6,6.37,0.37,,27.3,21.6,22.0,12.8,5.2,-31.6,,RCRUY,CLEAN,Metrics appear reasonable for a communication services company,2026-03-24
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,46.03,BRL,67.0,A,67.0,ROE 28.2% | P/E 4.1x (vs 10x mercado) | FCF yield 14.3% | Margen 22% | Mercado Brazil CAPE 9 (34% descuento histórico),4,0,Energy,Brazil,🇧🇷,9.0,44.57,-3.2,13,14.3,-0.4,8.56,,28.2,4.1,5.6,22.1,5.0,-4.4,Regulatory Risk | Geopolitical Risk | Cyclical Risk,PBR,SUSPECT,Anomalous FCF yield and dividend yield for an energy company,2026-03-24
0941.HK,China Mobile Limited,77.9,HKD,66.0,A,66.0,P/E 10.1x | Potencial +28% | FCF yield 8.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Communication Services,HongKong,🇭🇰,10.7,100.09,28.5,14,8.7,3.56,6.73,,10.5,10.1,10.4,13.7,2.5,-14.0,regulatory risks in Chinese market | cyclical industry risks,,SUSPECT,"FCF yield seems high for a telecom company, potentially indicating incorrect data",2026-03-24
1810.HK,Xiaomi Corporation,32.68,HKD,65.0,A,65.0,ROE 19.9% | Potencial +45% analistas | Crecimiento ingresos +22% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Technology,HongKong,🇭🇰,10.7,47.5,45.4,30,3.8,5.67,,,19.9,19.5,19.9,9.8,22.3,-46.8,Geopolitical Risk | Regulatory Risk,,SUSPECT,High revenue growth and analyst upside may not be sustainable given geopolitical risks and regulatory scrutiny in the technology sector,2026-03-24
005930.KS,"Samsung Electronics Co., Ltd.",189700.0,KRW,64.0,B,64.0,P/E 6.6x (vs 11x mercado) | Potencial +26% | Crecimiento ingresos +24% | Dividendo 1.2%,0,0,Technology,Korea,🇰🇷,21.2,239873.48,26.4,37,1.9,3.31,1.22,,10.8,6.6,,13.3,23.8,-14.9,incomplete_data | potential_accounting_issues,SSNLF,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a well-established company like Samsung Electronics",2026-03-24
086790.KS,Hana Financial Group Inc.,106500.0,KRW,63.0,B,63.0,P/E 6.3x (vs 11x mercado) | Potencial +20% | Crecimiento ingresos +83% | Margen 32% | Dividendo 5.2%,1,0,Financial Services,Korea,🇰🇷,21.2,128295.65,20.5,23,,2.56,5.15,,9.0,6.3,,32.3,82.9,-20.3,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous forward P/E of 6.3x is unusually low for a financial services company,2026-03-24
ITUB4.SA,Itaú Unibanco Holding S.A.,42.78,BRL,63.0,B,63.0,ROE 21.0% | P/E 8.2x | Potencial +12% | Margen 32% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,47.92,12.0,13,,1.5,1.32,,21.0,8.2,10.7,32.3,11.0,-13.9,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,ITUB,SUSPECT,Low forward P/E and high profit margin may indicate potential overstatement of earnings or undervaluation,2026-03-24
055550.KS,"Shinhan Financial Group Co., Ltd.",90000.0,KRW,63.0,B,63.0,P/E 7.2x (vs 11x mercado) | Potencial +23% | Crecimiento ingresos +22% | Margen 32% | Dividendo 3.9%,1,0,Financial Services,Korea,🇰🇷,21.2,110804.77,23.1,21,,2.89,3.92,,8.5,7.2,,31.6,21.6,-16.0,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous forward P/E of 7.2x is unusually low for a financial services company,2026-03-24
4568.T,"Daiichi Sankyo Company, Limited",3010.0,JPY,63.0,B,63.0,ROE 18.3% | Potencial +59% analistas | FCF negativo | Crecimiento ingresos +15% | Dividendo 2.6% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4786.88,59.0,16,-1.9,7.38,2.63,,18.3,21.0,20.1,14.8,15.1,-28.0,Negative FCF Yield | Regulatory Risk in Healthcare Sector,DSNKY,SUSPECT,Negative FCF yield is anomalous for a healthcare company with positive profit margin and revenue growth,2026-03-24
8766.T,"Tokio Marine Holdings, Inc.",6857.0,JPY,62.0,B,62.0,ROE 20.7% | P/E 13.9x | Crecimiento ingresos +22% | Dividendo 3.6% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,6972.0,1.7,10,,0.21,3.6,,20.7,13.9,12.5,12.6,21.8,0.0,FCF no comparable (sector financiero) | Regulatory risks in Japanese insurance market | Cyclical risks in financial services sector,TKOMY,SUSPECT,"Missing FCF yield is a red flag for an insurer, and the low analyst upside despite high ROE and revenue growth raises concerns",2026-03-24
2382.HK,Sunny Optical Technology (Group) Company Limited,52.85,HKD,62.0,B,62.0,Potencial +71% analistas | Dividendo 1.0% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Technology,HongKong,🇭🇰,10.7,90.31,70.9,25,3.8,8.86,1.01,,13.5,12.6,15.5,8.4,4.2,-42.2,cyclical risk | geopolitical risk,,SUSPECT,Low forward P/E and high analyst upside may indicate overoptimism or potential for downward revision,2026-03-24
1299.HK,AIA Group Limited,84.9,HKD,62.0,B,62.0,Potencial +20% | Margen 24% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,102.27,20.5,18,,2.56,2.43,,14.8,12.7,18.3,23.8,6.0,-7.8,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk | Geopolitical risk | Real estate exposure,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector,2026-03-24
000270.KS,Kia Corporation,157900.0,KRW,62.0,B,62.0,P/E 6.6x (vs 11x mercado) | Potencial +30% analistas | Dividendo 4.2%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,205645.16,30.2,31,3.1,3.78,4.21,,12.9,6.6,,6.6,3.5,-25.7,cyclical risk | geopolitical risk,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like Kia Corporation",2026-03-24
1398.HK,Industrial and Commercial Bank of China Limited,6.51,HKD,61.0,B,61.0,P/E 5.6x (vs 11x mercado) | Potencial +14% | Margen 54% | Dividendo 5.3% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,7.41,13.9,17,,1.73,5.28,,9.1,5.6,5.8,54.3,5.8,-2.3,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | real estate exposure,,SUSPECT,Low P/E ratio and high profit margin raise concerns about data quality and potential undervaluation,2026-03-24
BBDC4.SA,Banco Bradesco S.A.,19.0,BRL,61.0,B,61.0,P/E 6.3x (vs 10x mercado) | Potencial +15% | Margen 27% | Dividendo 1.2% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Financial Services,Brazil,🇧🇷,9.0,21.85,15.0,13,,1.87,1.24,,13.8,6.3,8.9,26.5,6.0,-14.1,FCF no comparable (sector financiero) | regulatory risks in Brazilian market | cyclical risks in financial sector,BBD,SUSPECT,Low Forward P/E ratio of 6.3x may indicate undervaluation or overlooked risks,2026-03-24
0883.HK,CNOOC Limited,29.28,HKD,59.0,B,59.0,ROE 16.4% | P/E 8.9x | Margen 30% | Dividendo 4.8% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Energy,HongKong,🇭🇰,10.7,26.98,-7.9,14,3.9,-0.98,4.79,,16.4,8.9,9.9,30.3,5.7,-3.6,cyclical | geopolitical | governance,,SUSPECT,Low forward P/E and high dividend yield may indicate undervaluation or underlying issues,2026-03-24
7974.T,"Nintendo Co., Ltd.",8984.0,JPY,58.0,B,58.0,Potencial +38% analistas | Crecimiento ingresos +86% | Dividendo 1.9% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,12402.73,38.1,26,,4.76,1.92,,14.1,26.4,28.3,18.9,86.3,-39.3,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,Missing FCF Yield is unusual for a company with high revenue growth,2026-03-24
6902.T,DENSO Corporation,1907.5,JPY,58.0,B,58.0,P/E 9.9x (vs 16x mercado) | Potencial +23% | Dividendo 3.4% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,2337.5,22.5,16,1.1,2.82,3.43,,7.9,9.9,15.0,5.2,5.0,-19.6,cyclical risk | governance risk,,SUSPECT,Low ROE and profit margin for a consumer cyclical company,2026-03-24
105560.KS,KB Financial Group Inc.,146900.0,KRW,58.0,B,58.0,P/E 7.8x | Potencial +21% | Crecimiento ingresos +32% | Margen 37% | Dividendo 4.4%,1,0,Financial Services,Korea,🇰🇷,21.2,177930.0,21.1,20,,2.64,4.42,,9.7,7.8,,36.7,31.8,-14.8,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,,SUSPECT,Anomalous trailing P/E and missing FCF yield for a financial services company,2026-03-24
012330.KS,"Hyundai Mobis Co.,Ltd",392500.0,KRW,57.0,B,57.0,P/E 7.3x (vs 11x mercado) | Potencial +38% analistas | Dividendo 1.7%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,542633.3,38.3,30,3.1,4.78,1.71,,7.7,7.3,,6.0,4.7,-26.1,cyclical risk | governance risk,,SUSPECT,Low forward P/E and trailing P/E not available raise concerns about potential undervaluation or missing data,2026-03-24
3988.HK,Bank of China Limited,4.7,HKD,57.0,B,57.0,P/E 5.6x (vs 11x mercado) | Potencial +17% | Margen 44% | Dividendo 5.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,5.48,16.6,18,,2.07,5.48,,8.3,5.6,5.5,43.5,2.8,-2.1,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | real estate exposure,,RISKY,Low P/E ratio and high profit margin raise concerns about potential undervaluation or accounting discrepancies,2026-03-24
0939.HK,China Construction Bank Corporation,7.96,HKD,57.0,B,57.0,P/E 5.4x (vs 11x mercado) | Potencial +19% | Margen 56% | Dividendo 5.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,9.49,19.2,18,,2.4,5.47,,9.6,5.4,5.4,55.9,3.0,-7.0,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | governance risk | real estate exposure,,RISKY,Anomalous profit margin of 55.9% and lack of FCF yield data raise concerns,2026-03-24
9618.HK,"JD.com, Inc.",107.5,HKD,57.0,B,57.0,P/E 6.9x (vs 11x mercado) | Potencial +38% analistas | FCF negativo | Dividendo 3.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,148.77,38.4,23,-5.5,4.8,3.71,,7.6,6.9,14.6,1.5,1.5,-36.4,cyclical risk | governance risk,JD,SUSPECT,Negative FCF yield and low profit margin raise concerns about the company's financial health,2026-03-24
035420.KS,NAVER Corporation,213500.0,KRW,55.0,B,55.0,Potencial +53% analistas | Dividendo 1.3%,0,0,Communication Services,Korea,🇰🇷,21.2,326269.22,52.8,26,4.6,6.6,1.26,,6.5,13.7,,16.2,10.7,-27.6,incomplete_data | potential_accounting_issues,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like NAVER Corporation",2026-03-24
RDOR3.SA,Rede D'Or São Luiz S.A.,38.9,BRL,55.0,B,55.0,ROE 20.0% | Potencial +30% | FCF yield 5.0% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Healthcare,Brazil,🇧🇷,9.0,50.44,29.7,13,5.0,3.71,8.59,,20.0,13.7,18.3,8.4,11.9,-19.6,Deuda elevada (D/E >2x) | Deuda elevada | Potential Overvaluation,RDORY,RISKY,High debt-to-equity ratio and potential overvaluation indicated by divergent forward and trailing P/E ratios,2026-03-24
RENT3.SA,Localiza Rent a Car S.A.,47.04,BRL,55.0,B,55.0,P/E 9.5x | Potencial +24% | FCF yield 12.5% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.49,24.3,15,12.5,3.04,4.77,,7.2,9.5,24.6,4.5,11.7,-11.2,cyclical | geopolitical,,SUSPECT,Anomalous FCF yield of 12.5% seems high for a rent-a-car company,2026-03-24
7203.T,Toyota Motor Corporation,3271.0,JPY,54.0,B,54.0,P/E 10.1x (vs 16x mercado) | Potencial +23% | FCF negativo | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,4033.5,23.3,17,-0.1,2.91,2.92,,10.0,10.1,11.5,7.3,8.6,-18.2,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established automaker like Toyota,2026-03-24
7733.T,Olympus Corporation,1408.0,JPY,52.0,B,52.0,P/E 11.2x | Potencial +29% | Dividendo 2.2% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,1819.23,29.2,13,0.7,3.65,2.18,,11.2,11.2,16.3,8.6,3.9,-35.1,cyclical | governance,,SUSPECT,Low FCF yield and relatively low revenue growth raise concerns about the company's ability to generate cash and sustain growth,2026-03-24
BBAS3.SA,Banco do Brasil S.A.,23.96,BRL,52.0,B,52.0,P/E 4.5x (vs 10x mercado) | Potencial +12% | Margen 24% | Dividendo 1.2% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Financial Services,Brazil,🇧🇷,9.0,26.94,12.4,13,,1.55,1.21,,11.1,4.5,10.0,24.1,-34.3,-20.2,FCF no comparable (sector financiero) | Ingresos en declive YoY | cyclical risk | geopolitical risk | governance risk,,RISKY,Negative revenue growth and low forward P/E raise concerns,2026-03-24
030200.KS,KT Corporation,59300.0,KRW,52.0,B,52.0,P/E 9.0x | Potencial +20% | FCF yield 5.8% | Dividendo 5.0%,1,0,Communication Services,Korea,🇰🇷,21.2,71184.8,20.0,25,5.8,2.51,5.02,,9.8,9.0,,6.1,4.1,-14.6,incomplete_data | potential_accounting_issues,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like KT Corporation.",2026-03-24
8035.T,Tokyo Electron Limited,39130.0,JPY,52.0,B,52.0,ROE 26.5% | Potencial +21% | Margen 21% | Dividendo 1.6% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,47433.33,21.2,21,1.6,2.65,1.57,,26.5,30.6,33.3,21.1,-15.7,-16.0,Ingresos en declive YoY | Cyclical Risk | Regulatory Risk,,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-24
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",17.26,BRL,51.0,B,51.0,ROE 25.6% | Margen 46% | Dividendo 3.7% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,18.04,4.5,14,,0.56,3.67,,25.6,14.3,20.8,45.5,10.5,-7.4,FCF no comparable (sector financiero) | Regulatory Risk | Governance Risk,,SUSPECT,High profit margin and ROE for a financial services company may indicate potential accounting or operational anomalies,2026-03-24
316140.KS,Woori Financial Group Inc.,32300.0,KRW,51.0,B,51.0,P/E 6.6x (vs 11x mercado) | Potencial +15% | Margen 31% | Dividendo 4.3%,1,0,Financial Services,Korea,🇰🇷,21.2,37270.0,15.4,20,,1.92,4.29,,8.8,6.6,,31.4,5.7,-22.2,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-24
8316.T,"Sumitomo Mitsui Financial Group, Inc.",5148.0,JPY,47.0,C,47.0,Potencial +14% | Crecimiento ingresos +22% | Margen 21% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,5878.2,14.2,13,,1.77,3.13,,4.9,16.2,13.8,20.7,21.8,-18.1,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,SMFG,SUSPECT,Anomalous FCF yield and high profit margin for a financial services company,2026-03-24
0001.HK,CK Hutchison Holdings Limited,58.85,HKD,47.0,C,47.0,P/E 8.9x | Potencial +18% | FCF yield 11.8% | Dividendo 4.0% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Industrials,HongKong,🇭🇰,10.7,69.58,18.2,8,11.8,2.28,3.98,,2.9,8.9,19.0,4.2,-2.8,-11.5,cyclical | governance,,SUSPECT,Anomalous FCF yield and low ROE for an industrial company,2026-03-24
9983.T,"Fast Retailing Co., Ltd.",61860.0,JPY,46.0,C,46.0,ROE 20.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,65560.21,6.0,14,2.6,0.75,0.81,,20.0,45.2,43.9,12.7,14.8,-11.6,Overvaluation Risk | Cyclical Sector Volatility,,SUSPECT,High P/E ratios and low dividend yield raise concerns about valuation and potential overpricing,2026-03-24
WEGE3.SA,WEG S.A.,47.25,BRL,45.0,C,45.0,ROE 32.5% | Potencial +13% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,53.17,12.5,14,2.0,1.57,4.55,,32.5,24.0,31.1,15.6,-5.3,-13.4,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk,WEGZY,RISKY,Negative revenue growth and high trailing P/E raise concerns,2026-03-24
VALE3.SA,Vale S.A.,77.49,BRL,45.0,C,45.0,P/E 6.6x (vs 10x mercado) | Potencial +14% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Basic Materials,Brazil,🇧🇷,9.0,88.35,14.0,12,4.7,1.75,8.9,,5.9,6.6,26.5,6.5,0.5,-15.4,cyclical risk | geopolitical risk,VALE,SUSPECT,Anomalous Forward P/E and Trailing P/E discrepancy,2026-03-24
7267.T,"Honda Motor Co., Ltd.",1300.5,JPY,45.0,C,45.0,P/E 5.7x (vs 16x mercado) | Potencial +21% | Dividendo 5.5% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,1579.05,21.4,18,0.8,2.68,5.45,,4.3,5.7,10.4,2.3,-3.4,-24.8,cyclical risk | geopolitical risk,,SUSPECT,Low ROE and profit margin raise concerns about the company's profitability,2026-03-24
6367.T,"Daikin Industries,Ltd.",19350.0,JPY,45.0,C,45.0,Potencial +13% | Dividendo 1.8% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,21855.09,12.9,16,,1.62,1.77,,9.3,19.5,20.7,5.7,7.9,-7.5,cyclical risk | governance risk,,SUSPECT,Missing FCF Yield is unusual for an industrial company,2026-03-24
9988.HK,Alibaba Group Holding Limited,123.7,HKD,44.0,C,44.0,Potencial +50% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,185.7,50.1,30,-1.1,6.27,,,8.2,15.5,22.5,8.9,1.7,-33.6,regulatory risk | geopolitical risk | cyclical risk,BABA,RISKY,Negative FCF yield and low revenue growth raise concerns,2026-03-24
8306.T,"Mitsubishi UFJ Financial Group, Inc.",2639.0,JPY,43.0,C,43.0,Potencial +16% | Margen 23% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,3060.0,16.0,12,,1.99,3.04,,6.1,17.4,15.7,22.8,11.7,-14.5,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk,MUFG,SUSPECT,Anomalous FCF Yield as 'None%' may indicate data quality issue or missing information,2026-03-24
028260.KS,Samsung C&T Corporation,281500.0,KRW,43.0,C,43.0,Potencial +33% analistas | FCF negativo | Dividendo 1.0%,1,1,Industrials,Korea,🇰🇷,21.2,373750.0,32.8,16,-0.1,4.1,1.02,,8.2,16.4,,6.0,8.4,-22.7,cyclical | governance,,SUSPECT,Negative FCF yield is anomalous for an industrials company,2026-03-24
