ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date
0005.HK,HSBC Holdings plc,124.8,HKD,68.0,A,68.0,P/E 9.1x | Potencial +25% | Crecimiento ingresos +58% | Margen 35% | Dividendo 4.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,155.72,24.8,9,,3.1,4.72,,11.6,9.1,13.3,35.2,58.4,-15.7,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk | Geopolitical risk | Real estate exposure,HSBC,SUSPECT,Anomalous profit margin and revenue growth for a financial services company,2026-03-17
4568.T,"Daiichi Sankyo Company, Limited",2938.0,JPY,68.0,A,68.0,ROE 18.3% | Potencial +63% analistas | FCF negativo | Crecimiento ingresos +15% | Dividendo 2.8% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4786.88,62.9,16,-1.9,7.87,2.81,,18.3,20.5,19.7,14.8,15.1,-29.7,Negative FCF Yield | Regulatory Risk in Healthcare Sector,DSNKY,SUSPECT,Negative FCF yield is anomalous for a healthcare company with positive profit margin and revenue growth,2026-03-17
8766.T,"Tokio Marine Holdings, Inc.",5944.0,JPY,68.0,A,68.0,ROE 20.7% | P/E 12.1x | Potencial +17% | Crecimiento ingresos +22% | Dividendo 3.6% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,6982.0,17.5,10,,2.18,3.58,,20.7,12.1,10.8,12.6,21.8,-11.4,FCF no comparable (sector financiero),TKOMY,CLEAN,Metrics appear reasonable for an insurance company,2026-03-17
6098.T,"Recruit Holdings Co., Ltd.",6565.0,JPY,67.0,A,67.0,ROE 27.3% | Potencial +50% analistas | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,9873.75,50.4,16,4.5,6.3,0.37,,27.3,21.7,22.1,12.8,5.2,-31.3,regulatory risk in Japanese labor market | cyclical risk in recruitment industry,RCRUY,SUSPECT,High ROE and analyst upside may indicate overvaluation or unrealistic expectations,2026-03-17
LREN3.SA,Lojas Renner S.A.,15.2,BRL,67.0,A,67.0,P/E 8.7x | Potencial +26% | FCF yield 10.5% | Dividendo 6.0% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Consumer Cyclical,Brazil,🇧🇷,9.0,19.21,26.4,15,10.5,3.3,5.99,,13.7,8.7,10.6,9.2,4.8,-23.5,cyclical risk | emerging market risk,,SUSPECT,FCF yield seems unusually high for a consumer cyclical company,2026-03-17
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,45.58,BRL,67.0,A,67.0,ROE 28.2% | P/E 4.1x (vs 10x mercado) | FCF yield 14.5% | Margen 22% | Mercado Brazil CAPE 9 (34% descuento histórico),4,0,Energy,Brazil,🇧🇷,9.0,43.74,-4.0,13,14.5,-0.51,10.11,,28.2,4.1,5.5,22.1,5.0,-1.1,cyclical | geopolitical | governance,PBR,SUSPECT,Anomalous FCF yield and dividend yield for an energy company,2026-03-17
0941.HK,China Mobile Limited,80.0,HKD,66.0,A,66.0,P/E 10.4x | Potencial +25% | FCF yield 8.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Communication Services,HongKong,🇭🇰,10.7,100.12,25.1,14,8.5,3.14,6.54,,10.5,10.4,10.7,13.7,2.5,-11.7,regulatory risks in China | cyclical industry risks,,SUSPECT,FCF yield seems high for a telecom company,2026-03-17
0388.HK,Hong Kong Exchanges and Clearing Limited,404.4,HKD,66.0,A,66.0,ROE 31.5% | Potencial +28% | Margen 62% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,519.24,28.4,17,,3.55,3.21,,31.5,26.7,28.9,61.5,13.8,-13.2,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk | Real estate exposure,,SUSPECT,Anomalous profit margin of 61.5% for a financial services company,2026-03-17
1810.HK,Xiaomi Corporation,35.36,HKD,65.0,A,65.0,ROE 19.9% | Potencial +36% analistas | Crecimiento ingresos +22% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Technology,HongKong,🇭🇰,10.7,47.99,35.7,30,3.5,4.46,,,19.9,20.2,21.7,9.8,22.3,-42.5,Geopolitical Risk | Regulatory Risk,,SUSPECT,High revenue growth and analyst upside may not be sustainable given geopolitical risks and regulatory scrutiny in the technology sector,2026-03-17
7733.T,Olympus Corporation,1348.0,JPY,64.0,B,64.0,P/E 10.7x (vs 16x mercado) | Potencial +40% analistas | Dividendo 2.2% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,1888.46,40.1,13,0.8,5.01,2.25,,11.2,10.7,15.6,8.6,3.9,-37.8,cyclical | governance,,SUSPECT,Low FCF yield and relatively low profit margin raise concerns about the company's ability to generate cash and maintain profitability,2026-03-17
005930.KS,"Samsung Electronics Co., Ltd.",193900.0,KRW,64.0,B,64.0,P/E 6.7x (vs 11x mercado) | Potencial +22% | Crecimiento ingresos +24% | Dividendo 1.2%,0,0,Technology,Korea,🇰🇷,21.2,236765.38,22.1,37,1.8,2.76,1.2,,10.8,6.7,,13.3,23.8,-13.0,incomplete_data | potential_accounting_issues,SSNLF,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a well-established company like Samsung Electronics",2026-03-17
ITUB4.SA,Itaú Unibanco Holding S.A.,43.0,BRL,63.0,B,63.0,ROE 21.0% | P/E 8.3x | Potencial +11% | Margen 32% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,47.92,11.4,13,,1.43,1.28,,21.0,8.3,10.7,32.3,11.0,-13.4,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,ITUB,SUSPECT,Low forward P/E and high ROE may indicate undervaluation or accounting discrepancies,2026-03-17
055550.KS,"Shinhan Financial Group Co., Ltd.",91200.0,KRW,63.0,B,63.0,P/E 7.3x (vs 11x mercado) | Potencial +21% | Crecimiento ingresos +22% | Margen 32% | Dividendo 3.9%,1,0,Financial Services,Korea,🇰🇷,21.2,110804.77,21.5,21,,2.69,3.91,,8.5,7.3,,31.6,21.6,-14.9,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Low forward P/E ratio of 7.3x and high profit margin of 31.6% may indicate potential anomalies or undervaluation,2026-03-17
RDOR3.SA,Rede D'Or São Luiz S.A.,37.04,BRL,62.0,B,62.0,ROE 20.0% | Potencial +37% analistas | FCF yield 5.3% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Healthcare,Brazil,🇧🇷,9.0,50.78,37.1,13,5.3,4.64,9.13,,20.0,13.1,17.4,8.4,11.9,-23.5,Deuda elevada (D/E >2x) | Deuda elevada | Potential dividend trap,RDORY,RISKY,High debt-to-equity ratio and unusually high dividend yield raise concerns,2026-03-17
RENT3.SA,Localiza Rent a Car S.A.,44.79,BRL,62.0,B,62.0,P/E 9.0x | Potencial +30% analistas | FCF yield 13.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.43,30.5,15,13.1,3.81,4.6,,7.2,9.0,25.4,4.5,11.7,-15.5,Earnings Volatility | Estimation Risk,,SUSPECT,Anomalous trailing P/E of 25.4x compared to forward P/E of 9.0x may indicate inconsistent earnings expectations,2026-03-17
BBDC4.SA,Banco Bradesco S.A.,19.0,BRL,61.0,B,61.0,P/E 6.3x (vs 10x mercado) | Potencial +15% | Margen 27% | Dividendo 1.2% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Financial Services,Brazil,🇧🇷,9.0,21.85,15.0,13,,1.87,1.2,,13.8,6.3,8.9,26.5,6.0,-14.1,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,BBD,SUSPECT,Low Forward P/E and high Profit Margin may indicate undervaluation or accounting discrepancies,2026-03-17
1398.HK,Industrial and Commercial Bank of China Limited,6.54,HKD,61.0,B,61.0,P/E 5.7x (vs 11x mercado) | Potencial +13% | Margen 54% | Dividendo 5.2% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,7.4,13.2,17,,1.65,5.19,,9.1,5.7,5.8,54.3,5.8,-1.8,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | real estate exposure,,RISKY,Low P/E ratio and high profit margin raise concerns about potential undervaluation or hidden risks,2026-03-17
0883.HK,CNOOC Limited,28.8,HKD,59.0,B,59.0,ROE 16.4% | P/E 9.1x | Margen 30% | Dividendo 5.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Energy,HongKong,🇭🇰,10.7,26.93,-6.5,14,4.0,-0.81,4.96,,16.4,9.1,9.8,30.3,5.7,-3.7,cyclical | geopolitical | governance,,SUSPECT,Low forward P/E and high dividend yield may indicate undervaluation or underlying issues,2026-03-17
6902.T,DENSO Corporation,1945.0,JPY,58.0,B,58.0,P/E 10.1x (vs 16x mercado) | Potencial +20% | Dividendo 3.3% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,2337.5,20.2,16,1.1,2.52,3.31,,7.9,10.1,15.3,5.2,5.0,-18.0,cyclical risk | governance risk,,SUSPECT,Low ROE and profit margin for a consumer cyclical company,2026-03-17
012330.KS,"Hyundai Mobis Co.,Ltd",412500.0,KRW,57.0,B,57.0,P/E 7.7x (vs 11x mercado) | Potencial +32% analistas | Dividendo 1.6%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,542633.3,31.5,30,3.0,3.94,1.62,,7.7,7.7,,6.0,4.7,-22.3,cyclical risk | geopolitical risk,,SUSPECT,Low forward P/E and ROE may indicate undervaluation or poor profitability,2026-03-17
BBAS3.SA,Banco do Brasil S.A.,23.9,BRL,57.0,B,57.0,ROE 16.9% | P/E 4.4x (vs 10x mercado) | Potencial +13% | Margen 30% | Dividendo 1.2% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,26.94,12.7,13,,1.59,1.17,,16.9,4.4,10.0,30.4,-29.9,-20.4,FCF no comparable (sector financiero) | Ingresos en declive YoY | cyclical risk | geopolitical risk | governance risk,,RISKY,Negative revenue growth and low forward P/E raise concerns,2026-03-17
9618.HK,"JD.com, Inc.",112.1,HKD,57.0,B,57.0,P/E 7.2x (vs 11x mercado) | Potencial +33% analistas | FCF negativo | Dividendo 3.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,148.77,32.7,23,-5.2,4.09,3.5,,7.6,7.2,15.3,1.5,1.5,-37.0,cyclical risk | governance risk,JD,SUSPECT,Negative FCF yield and low profit margin raise concerns about the company's financial health,2026-03-17
2382.HK,Sunny Optical Technology (Group) Company Limited,57.45,HKD,57.0,B,57.0,Potencial +57% analistas | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Technology,HongKong,🇭🇰,10.7,90.33,57.2,25,3.5,7.15,0.86,,13.5,13.7,16.8,8.4,4.2,-37.1,cyclical risk | geopolitical risk,,SUSPECT,Low dividend yield and moderate profit margin raise concerns about the company's ability to generate stable cash flows,2026-03-17
3988.HK,Bank of China Limited,4.65,HKD,57.0,B,57.0,P/E 5.6x (vs 11x mercado) | Potencial +18% | Margen 44% | Dividendo 5.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,5.48,17.9,18,,2.24,5.49,,8.3,5.6,5.5,43.5,2.8,-3.1,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | Geopolitical risk | Real estate exposure | State-owned enterprise governance risks,,RISKY,Low P/E ratio and high dividend yield may indicate undervaluation or underlying risks,2026-03-17
0939.HK,China Construction Bank Corporation,8.11,HKD,57.0,B,57.0,P/E 5.5x (vs 11x mercado) | Potencial +18% | Margen 56% | Dividendo 5.3% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,9.53,17.5,18,,2.19,5.3,,9.6,5.5,5.5,55.9,3.0,-5.3,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | Exposure to Chinese real estate market | State-owned enterprise governance risks,,RISKY,Anomalous profit margin and lack of FCF yield data raise concerns,2026-03-17
000270.KS,Kia Corporation,167300.0,KRW,55.0,B,55.0,P/E 7.0x (vs 11x mercado) | Potencial +22% | Dividendo 4.2%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,204903.22,22.5,31,2.9,2.81,4.2,,12.9,7.0,,6.6,3.5,-21.3,cyclical risk | geopolitical risk,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like Kia Corporation",2026-03-17
086790.KS,Hana Financial Group Inc.,109900.0,KRW,55.0,B,55.0,P/E 6.6x (vs 11x mercado) | Potencial +17% | Crecimiento ingresos +83% | Margen 32% | Dividendo 5.0%,1,0,Financial Services,Korea,🇰🇷,21.2,128295.65,16.7,23,,2.09,5.04,,9.0,6.6,,32.3,82.9,-17.8,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,,SUSPECT,Anomalous forward P/E of 6.6x is unusually low for a financial services company,2026-03-17
9988.HK,Alibaba Group Holding Limited,134.6,HKD,53.0,B,53.0,Potencial +45% analistas | FCF negativo | Dividendo 5.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,194.87,44.8,29,-1.9,5.6,5.66,,11.2,15.5,18.1,12.2,4.8,-27.7,regulatory risk | geopolitical risk | cyclical risk,BABA,RISKY,Negative FCF yield and low revenue growth raise concerns,2026-03-17
8035.T,Tokyo Electron Limited,38780.0,JPY,52.0,B,52.0,ROE 26.5% | Potencial +21% | Margen 21% | Dividendo 1.5% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,46814.29,20.7,21,1.6,2.59,1.54,,26.5,30.3,32.9,21.1,-15.7,-16.8,Ingresos en declive YoY | Cyclical Risk | Regulatory Risk,,RISKY,Negative revenue growth and high P/E ratios indicate potential overvaluation,2026-03-17
316140.KS,Woori Financial Group Inc.,32600.0,KRW,51.0,B,51.0,P/E 6.6x (vs 11x mercado) | Potencial +14% | Margen 31% | Dividendo 4.3%,1,0,Financial Services,Korea,🇰🇷,21.2,37270.0,14.3,20,,1.79,4.26,,8.8,6.6,,31.4,5.7,-21.4,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-17
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",17.35,BRL,51.0,B,51.0,ROE 25.6% | Margen 46% | Dividendo 3.4% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,17.96,3.5,14,,0.44,3.43,,25.6,14.4,20.9,45.5,10.5,-6.9,FCF no comparable (sector financiero) | Regulatory Risk | Governance Risk,,SUSPECT,High profit margin and ROE for a financial services company may indicate potential anomalies or accounting irregularities,2026-03-17
7974.T,"Nintendo Co., Ltd.",9820.0,JPY,51.0,B,51.0,Potencial +26% | Crecimiento ingresos +86% | Dividendo 1.8% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,12402.73,26.3,26,,3.29,1.79,,14.1,28.9,31.0,18.9,86.3,-33.6,cyclical risk due to gaming industry trends,NTDOY,SUSPECT,Missing FCF Yield is unusual for a company with high profitability metrics,2026-03-17
105560.KS,KB Financial Group Inc.,150700.0,KRW,50.0,B,50.0,P/E 8.0x | Potencial +18% | Crecimiento ingresos +32% | Margen 37% | Dividendo 4.3%,1,0,Financial Services,Korea,🇰🇷,21.2,177930.0,18.1,20,,2.26,4.3,,9.7,8.0,,36.7,31.8,-12.6,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous forward P/E of 8.0x is lower than typical for financial services sector,2026-03-17
035420.KS,NAVER Corporation,224000.0,KRW,50.0,B,50.0,Potencial +46% analistas | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,326269.22,45.7,26,4.4,5.71,1.21,,6.5,14.3,,16.2,10.7,-24.1,incomplete_data | potential_accounting_issues,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like NAVER Corporation",2026-03-17
0001.HK,CK Hutchison Holdings Limited,59.1,HKD,49.0,C,49.0,P/E 9.6x | Potencial +17% | FCF yield 14.1% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Industrials,HongKong,🇭🇰,10.7,69.33,17.3,8,14.1,2.16,3.77,,2.2,9.6,29.3,2.7,2.0,-11.1,Potential earnings volatility | Governance risks due to complex conglomerate structure,,SUSPECT,Anomalous trailing P/E of 29.3x seems inconsistent with forward P/E of 9.6x,2026-03-17
WEGE3.SA,WEG S.A.,45.97,BRL,48.0,C,48.0,ROE 32.5% | Potencial +16% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,53.17,15.7,14,2.0,1.96,3.55,,32.5,23.4,30.2,15.6,-5.3,-15.7,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,WEGZY,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-17
8316.T,"Sumitomo Mitsui Financial Group, Inc.",5126.0,JPY,47.0,C,47.0,Potencial +15% | Crecimiento ingresos +22% | Margen 21% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,5878.2,14.7,13,,1.83,3.09,,4.9,16.1,13.7,20.7,21.8,-18.4,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,SMFG,SUSPECT,Anomalous FCF yield and high profit margin for a financial services company,2026-03-17
9983.T,"Fast Retailing Co., Ltd.",65100.0,JPY,46.0,C,46.0,ROE 20.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,65560.21,0.7,14,2.5,0.09,0.77,,20.0,47.6,46.2,12.7,14.8,-6.9,Overvaluation Risk | Cyclical Sector Volatility,,SUSPECT,High P/E ratios and low analyst upside raise concerns about overvaluation,2026-03-17
7203.T,Toyota Motor Corporation,3379.0,JPY,46.0,C,46.0,P/E 10.4x (vs 16x mercado) | Potencial +19% | FCF negativo | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,4033.5,19.4,17,-0.1,2.42,2.85,,10.0,10.4,11.9,7.3,8.6,-15.5,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established automaker like Toyota,2026-03-17
VALE3.SA,Vale S.A.,78.84,BRL,45.0,C,45.0,P/E 6.8x (vs 10x mercado) | Potencial +12% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Basic Materials,Brazil,🇧🇷,9.0,88.39,12.1,12,4.6,1.51,8.75,,5.9,6.8,26.9,6.5,0.5,-13.9,cyclical | geopolitical,VALE,SUSPECT,Anomalous Forward P/E and Trailing P/E discrepancy,2026-03-17
6367.T,"Daikin Industries,Ltd.",19110.0,JPY,45.0,C,45.0,Potencial +14% | Dividendo 1.8% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,21855.09,14.4,16,,1.8,1.75,,9.3,19.3,20.4,5.7,7.9,-8.6,cyclical risk | governance risk,,SUSPECT,Missing FCF Yield is unusual for an industrial company,2026-03-17
8306.T,"Mitsubishi UFJ Financial Group, Inc.",2659.5,JPY,43.0,C,43.0,Potencial +15% | Margen 23% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,3060.0,15.1,12,,1.88,2.96,,6.1,17.5,15.8,22.8,11.7,-13.8,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk,MUFG,SUSPECT,Anomalous FCF yield and potential regulatory risks in the financial sector,2026-03-17
9432.T,"NTT, Inc.",157.3,JPY,42.0,C,42.0,P/E 10.8x (vs 16x mercado) | Potencial +12% | FCF negativo | Dividendo 3.4% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Communication Services,Japan,🇯🇵,29.4,176.21,12.0,14,-3.4,1.5,3.4,,10.7,10.8,12.5,7.6,5.5,-5.9,Deuda elevada (D/E >2x) | Deuda elevada | Negative FCF Yield,,RISKY,Negative FCF yield and high debt-to-equity ratio are concerning,2026-03-17
9433.T,KDDI Corporation,2661.0,JPY,40.0,C,40.0,FCF yield 9.2% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,2812.38,5.7,13,9.2,0.71,3.03,,14.2,1142.1,14.7,11.8,4.1,-5.9,valuation risk | data quality issue,,SUSPECT,Anomalous Forward P/E of 1142.1x indicates potential data error or extreme overvaluation,2026-03-17
