ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date
0005.HK,HSBC Holdings plc,124.3,HKD,68.0,A,68.0,P/E 9.2x | Potencial +23% | Crecimiento ingresos +58% | Margen 35% | Dividendo 4.8% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,152.77,22.9,9,,2.86,4.78,,11.6,9.2,13.2,35.2,58.4,-16.0,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | real estate exposure,HSBC,SUSPECT,Anomalous profit margin for a bank,2026-03-16
4568.T,"Daiichi Sankyo Company, Limited",2773.5,JPY,68.0,A,68.0,ROE 18.3% | Potencial +73% analistas | FCF negativo | Crecimiento ingresos +15% | Dividendo 2.8% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4786.88,72.6,16,-2.1,9.07,2.77,,18.3,19.3,18.5,14.8,15.1,-33.6,Negative FCF Yield | High Analyst Upside Uncertainty,DSNKY,RISKY,Negative FCF yield indicates potential cash flow issues,2026-03-16
8766.T,"Tokio Marine Holdings, Inc.",5896.0,JPY,68.0,A,68.0,ROE 20.7% | P/E 12.0x | Potencial +18% | Crecimiento ingresos +22% | Dividendo 3.6% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,6982.0,18.4,10,,2.3,3.57,,20.7,12.0,10.7,12.6,21.8,-12.1,FCF no comparable (sector financiero) | Regulatory risk in Japanese insurance market,TKOMY,CLEAN,Metrics appear reasonable for an insurance company,2026-03-16
6098.T,"Recruit Holdings Co., Ltd.",6435.0,JPY,67.0,A,67.0,ROE 27.3% | Potencial +53% analistas | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,9873.75,53.4,16,4.6,6.68,0.38,,27.3,21.3,21.7,12.8,5.2,-32.7,cyclical | governance,RCRUY,SUSPECT,Low dividend yield and high analyst upside may indicate overoptimism,2026-03-16
RDOR3.SA,Rede D'Or São Luiz S.A.,36.6,BRL,67.0,A,67.0,ROE 20.0% | Potencial +39% analistas | FCF yield 5.3% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Healthcare,Brazil,🇧🇷,9.0,50.78,38.8,13,5.3,4.84,9.13,,20.0,12.9,17.2,8.4,11.9,-24.4,Deuda elevada (D/E >2x) | Deuda elevada | Potential dividend trap,RDORY,RISKY,High debt-to-equity ratio and unusually high dividend yield raise concerns,2026-03-16
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,44.67,BRL,67.0,A,67.0,ROE 28.2% | P/E 4.0x (vs 10x mercado) | FCF yield 14.8% | Margen 22% | Mercado Brazil CAPE 9 (34% descuento histórico),4,0,Energy,Brazil,🇧🇷,9.0,43.74,-2.1,13,14.8,-0.26,10.38,,28.2,4.0,5.5,22.1,5.0,-3.1,cyclical | geopolitical | governance,PBR,SUSPECT,Anomalous FCF yield and dividend yield for an energy company,2026-03-16
0941.HK,China Mobile Limited,80.1,HKD,66.0,A,66.0,P/E 10.4x | Potencial +25% | FCF yield 8.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Communication Services,HongKong,🇭🇰,10.7,99.91,24.7,14,8.4,3.09,6.55,,10.5,10.4,10.7,13.7,2.5,-11.6,regulatory risk | geopolitical risk,,SUSPECT,Low revenue growth and relatively high dividend yield may indicate potential sustainability issues,2026-03-16
0388.HK,Hong Kong Exchanges and Clearing Limited,406.2,HKD,66.0,A,66.0,ROE 31.5% | Potencial +28% | Margen 62% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,519.24,27.8,17,,3.48,3.25,,31.5,26.8,29.0,61.5,14.2,-12.8,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk due to exposure to Chinese real estate sector | Geopolitical risk due to Hong Kong market,,SUSPECT,High ROE and profit margin for a financial services company may indicate potential accounting or operational anomalies,2026-03-16
1810.HK,Xiaomi Corporation,35.2,HKD,65.0,A,65.0,ROE 19.9% | Potencial +38% analistas | Crecimiento ingresos +22% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Technology,HongKong,🇭🇰,10.7,48.72,38.4,30,3.6,4.8,,,19.9,19.7,21.5,9.8,22.3,-42.7,Geopolitical Risk | Regulatory Risk,,SUSPECT,High revenue growth and analyst upside may not be sustainable given geopolitical risks and regulatory scrutiny in the technology sector,2026-03-16
7733.T,Olympus Corporation,1330.5,JPY,64.0,B,64.0,P/E 10.6x (vs 16x mercado) | Potencial +42% analistas | Dividendo 2.3% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,1888.46,41.9,13,0.8,5.24,2.29,,11.2,10.6,15.4,8.6,3.9,-38.6,cyclical | governance,,SUSPECT,Low FCF yield and relatively low profit margin raise concerns about the company's ability to generate cash and maintain profitability,2026-03-16
005930.KS,"Samsung Electronics Co., Ltd.",188700.0,KRW,64.0,B,64.0,P/E 6.6x (vs 11x mercado) | Potencial +25% | Crecimiento ingresos +24% | Dividendo 1.2%,0,0,Technology,Korea,🇰🇷,21.2,236765.38,25.5,37,1.9,3.18,1.23,,10.8,6.6,,13.3,23.8,-15.4,incomplete_data | potential_accounting_issues,SSNLF,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a well-established company like Samsung Electronics",2026-03-16
ITUB4.SA,Itaú Unibanco Holding S.A.,42.4,BRL,63.0,B,63.0,ROE 21.0% | P/E 8.2x | Potencial +13% | Margen 32% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,47.92,13.0,13,,1.63,1.29,,21.0,8.2,10.6,32.3,11.0,-14.6,FCF no comparable (sector financiero) | regulatory risk | geopolitical risk | cyclical risk,ITUB,SUSPECT,Low forward P/E and high profit margin may indicate potential overstatement of earnings or undervaluation,2026-03-16
055550.KS,"Shinhan Financial Group Co., Ltd.",90000.0,KRW,63.0,B,63.0,P/E 7.2x (vs 11x mercado) | Potencial +23% | Crecimiento ingresos +22% | Margen 32% | Dividendo 3.9%,1,0,Financial Services,Korea,🇰🇷,21.2,110804.77,23.1,21,,2.89,3.88,,8.5,7.2,,31.6,21.6,-16.0,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,,SUSPECT,Anomalous forward P/E of 7.2x is unusually low for a financial services company,2026-03-16
LREN3.SA,Lojas Renner S.A.,15.06,BRL,62.0,B,62.0,P/E 8.8x | Potencial +28% | FCF yield 10.6% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Consumer Cyclical,Brazil,🇧🇷,9.0,19.28,28.0,15,10.6,3.5,6.05,,13.7,8.8,10.5,9.2,4.8,-24.2,cyclical risk | emerging market risk,,SUSPECT,FCF yield seems unusually high for a consumer cyclical company,2026-03-16
RENT3.SA,Localiza Rent a Car S.A.,43.62,BRL,62.0,B,62.0,P/E 8.8x | Potencial +34% analistas | FCF yield 13.5% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.43,34.0,15,13.5,4.24,4.73,,7.2,8.8,24.8,4.5,11.7,-17.7,cyclical | governance,,SUSPECT,Anomalous FCF yield and large discrepancy between forward and trailing P/E ratios,2026-03-16
BBDC4.SA,Banco Bradesco S.A.,18.99,BRL,61.0,B,61.0,P/E 6.3x (vs 10x mercado) | Potencial +15% | Margen 27% | Dividendo 1.2% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Financial Services,Brazil,🇧🇷,9.0,21.85,15.0,13,,1.88,1.2,,13.8,6.3,8.9,26.5,6.0,-14.2,FCF no comparable (sector financiero) | regulatory risks in Brazilian market | cyclical risks in financial sector,BBD,SUSPECT,Low Forward P/E ratio of 6.3x may indicate undervaluation or underlying issues,2026-03-16
1398.HK,Industrial and Commercial Bank of China Limited,6.48,HKD,61.0,B,61.0,P/E 5.6x (vs 11x mercado) | Potencial +14% | Margen 54% | Dividendo 5.3% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,7.39,14.0,17,,1.75,5.31,,9.1,5.6,5.7,54.3,5.8,-2.7,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk | Geopolitical risk | Real estate exposure | Governance risk,,RISKY,Anomalous profit margin and lack of FCF yield data raise concerns,2026-03-16
0883.HK,CNOOC Limited,29.44,HKD,59.0,B,59.0,ROE 16.4% | P/E 9.3x | Margen 30% | Dividendo 4.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Energy,HongKong,🇭🇰,10.7,26.87,-8.7,14,3.9,-1.09,4.91,,16.4,9.3,10.0,30.3,5.7,-2.0,cyclical | geopolitical | governance,,SUSPECT,Low forward P/E and high dividend yield may indicate undervaluation or underlying issues,2026-03-16
000270.KS,Kia Corporation,162000.0,KRW,59.0,B,59.0,P/E 6.8x (vs 11x mercado) | Potencial +26% | Dividendo 4.1%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,204903.22,26.5,31,4.8,3.31,4.14,,14.1,6.8,,6.9,8.2,-23.8,cyclical risk | geopolitical risk,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like Kia Corporation",2026-03-16
6902.T,DENSO Corporation,1933.5,JPY,58.0,B,58.0,P/E 10.0x (vs 16x mercado) | Potencial +21% | Dividendo 3.3% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Consumer Cyclical,Japan,🇯🇵,29.4,2337.5,20.9,16,1.1,2.61,3.3,,7.9,10.0,15.2,5.2,5.0,-18.5,cyclical risk | governance risk,,SUSPECT,Low ROE and profit margin for a consumer cyclical company,2026-03-16
012330.KS,"Hyundai Mobis Co.,Ltd",401000.0,KRW,57.0,B,57.0,P/E 7.4x (vs 11x mercado) | Potencial +35% analistas | Dividendo 1.6%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,542633.3,35.3,30,3.1,4.42,1.61,,7.7,7.4,,6.0,4.7,-24.5,cyclical risk | governance risk,,SUSPECT,Low forward P/E ratio of 7.4x and trailing P/E being non-existent raises concerns about data quality or potential undervaluation,2026-03-16
9618.HK,"JD.com, Inc.",111.5,HKD,57.0,B,57.0,P/E 7.1x (vs 11x mercado) | Potencial +33% analistas | FCF negativo | Dividendo 3.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,148.77,33.4,23,-5.3,4.18,3.56,,7.6,7.1,15.2,1.5,1.5,-37.4,cyclical risk | governance risk,JD,SUSPECT,Negative FCF yield and low profit margin raise concerns about the company's financial health,2026-03-16
2382.HK,Sunny Optical Technology (Group) Company Limited,57.35,HKD,57.0,B,57.0,Potencial +57% analistas | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Technology,HongKong,🇭🇰,10.7,90.23,57.3,25,3.5,7.17,0.86,,13.5,13.7,16.8,8.4,4.2,-37.3,cyclical risk | governance risk,,SUSPECT,Low dividend yield and moderate FCF yield raise concerns about capital allocation and profitability,2026-03-16
0939.HK,China Construction Bank Corporation,8.05,HKD,57.0,B,57.0,P/E 5.4x (vs 11x mercado) | Potencial +18% | Margen 56% | Dividendo 5.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,9.51,18.1,18,,2.27,5.39,,9.6,5.4,5.4,55.9,3.0,-6.0,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | real estate exposure | governance risk,,RISKY,Anomalous profit margin and lack of FCF yield data raise concerns,2026-03-16
3988.HK,Bank of China Limited,4.58,HKD,57.0,B,57.0,P/E 5.5x (vs 11x mercado) | Potencial +20% | Margen 44% | Dividendo 5.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,5.49,19.9,18,,2.49,5.53,,8.3,5.5,5.4,43.5,2.8,-4.6,FCF no comparable (sector financiero) | Empresa estatal — riesgo de gobierno corporativo | Banco/aseguradora HK — exposición sector inmuebles chino | regulatory risk | geopolitical risk | real estate exposure,,SUSPECT,"Low P/E ratio and high profit margin are unusual for a bank, warranting further investigation",2026-03-16
BBAS3.SA,Banco do Brasil S.A.,23.81,BRL,57.0,B,57.0,ROE 16.9% | P/E 4.4x (vs 10x mercado) | Potencial +13% | Margen 30% | Dividendo 1.2% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,26.94,13.1,13,,1.64,1.18,,16.9,4.4,9.9,30.4,-29.9,-20.7,FCF no comparable (sector financiero) | Ingresos en declive YoY | cyclical risk | geopolitical risk | governance risk,,RISKY,Negative revenue growth and low forward P/E raise concerns,2026-03-16
086790.KS,Hana Financial Group Inc.,108400.0,KRW,55.0,B,55.0,P/E 6.5x (vs 11x mercado) | Potencial +18% | Crecimiento ingresos +83% | Margen 32% | Dividendo 5.0%,1,0,Financial Services,Korea,🇰🇷,21.2,128295.65,18.4,23,,2.29,5.02,,9.0,6.5,,32.3,82.9,-18.9,FCF no comparable (sector financiero) | regulatory risk | cyclical risk,,SUSPECT,Anomalous forward P/E of 6.5x is unusually low for a financial services company with high profit margin and revenue growth,2026-03-16
035420.KS,NAVER Corporation,218000.0,KRW,55.0,B,55.0,Potencial +50% analistas | Dividendo 1.2%,0,0,Communication Services,Korea,🇰🇷,21.2,326269.22,49.7,26,4.5,6.21,1.18,,6.5,13.9,,16.2,10.7,-26.1,incomplete_data | potential_accounting_issues,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like NAVER Corporation",2026-03-16
7203.T,Toyota Motor Corporation,3338.0,JPY,54.0,B,54.0,P/E 10.3x (vs 16x mercado) | Potencial +21% | FCF negativo | Dividendo 2.8% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,4033.5,20.8,17,-0.1,2.6,2.82,,10.0,10.3,11.7,7.3,8.6,-16.6,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established automaker like Toyota,2026-03-16
9988.HK,Alibaba Group Holding Limited,134.0,HKD,53.0,B,53.0,Potencial +45% analistas | FCF negativo | Dividendo 5.7% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,194.46,45.1,29,-1.9,5.64,5.69,,11.2,15.4,18.0,12.2,4.8,-28.0,regulatory risk | geopolitical risk | governance risk,BABA,RISKY,Negative FCF yield and low revenue growth raise concerns,2026-03-16
8316.T,"Sumitomo Mitsui Financial Group, Inc.",5080.0,JPY,52.0,B,52.0,P/E 16.0x | Potencial +16% | Crecimiento ingresos +22% | Margen 21% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,5878.2,15.7,13,,1.96,3.07,,4.9,16.0,13.6,20.7,21.8,-19.2,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,SMFG,SUSPECT,Anomalous FCF yield and high profit margin for a financial services company,2026-03-16
316140.KS,Woori Financial Group Inc.,31900.0,KRW,51.0,B,51.0,P/E 6.5x (vs 11x mercado) | Potencial +17% | Margen 31% | Dividendo 4.2%,1,0,Financial Services,Korea,🇰🇷,21.2,37270.0,16.8,20,,2.1,4.22,,8.8,6.5,,31.4,5.7,-23.1,FCF no comparable (sector financiero) | Regulatory risk in financial sector | Geopolitical risk in Korea,,SUSPECT,Anomalous trailing P/E and missing FCF yield raise concerns about data quality,2026-03-16
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",16.88,BRL,51.0,B,51.0,ROE 25.6% | Margen 46% | Dividendo 3.5% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,17.96,6.4,14,,0.8,3.52,,25.6,14.0,20.3,45.5,10.5,-9.4,FCF no comparable (sector financiero) | Regulatory Risk | Governance Risk,,SUSPECT,High profit margin and ROE for a financial services company may indicate potential anomalies or accounting irregularities,2026-03-16
7974.T,"Nintendo Co., Ltd.",10100.0,JPY,51.0,B,51.0,Potencial +23% | Crecimiento ingresos +86% | Dividendo 1.8% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,12402.73,22.8,26,,2.85,1.77,,14.1,29.7,31.9,18.9,86.3,-31.7,Missing FCF Data | Potential Data Quality Issue,NTDOY,SUSPECT,Anomalous FCF Yield of None% may indicate missing or incorrect data,2026-03-16
105560.KS,KB Financial Group Inc.,149300.0,KRW,50.0,B,50.0,P/E 7.9x | Potencial +19% | Crecimiento ingresos +32% | Margen 37% | Dividendo 4.3%,1,0,Financial Services,Korea,🇰🇷,21.2,177930.0,19.2,20,,2.4,4.31,,9.7,7.9,,36.7,31.8,-13.4,FCF no comparable (sector financiero) | Regulatory risk in Korean financial sector | Cyclical risk due to economic fluctuations,,SUSPECT,"Anomalous forward P/E of 7.9x is lower than typical for the financial sector, potentially indicating undervaluation or incorrect data",2026-03-16
0001.HK,CK Hutchison Holdings Limited,58.95,HKD,49.0,C,49.0,P/E 9.6x | Potencial +18% | FCF yield 14.1% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Industrials,HongKong,🇭🇰,10.7,69.33,17.6,8,14.1,2.2,3.82,,2.2,9.6,29.2,2.7,2.0,-11.4,Potential earnings volatility | Inconsistent valuation multiples,,SUSPECT,Anomalous trailing P/E of 29.2x seems inconsistent with forward P/E of 9.6x,2026-03-16
WEGE3.SA,WEG S.A.,46.21,BRL,48.0,C,48.0,ROE 32.5% | Potencial +15% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,53.17,15.1,14,2.0,1.88,3.53,,32.5,23.5,30.4,15.6,-5.3,-15.3,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,WEGZY,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-16
9983.T,"Fast Retailing Co., Ltd.",64700.0,JPY,46.0,C,46.0,ROE 20.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Consumer Cyclical,Japan,🇯🇵,29.4,65560.21,1.3,14,2.5,0.17,0.77,,20.0,47.3,45.9,12.7,14.8,-7.5,Overvaluation Risk | Growth Expectation Risk,,SUSPECT,High P/E ratios and low dividend yield raise concerns about valuation and potential overestimation of growth prospects,2026-03-16
VALE3.SA,Vale S.A.,78.3,BRL,45.0,C,45.0,P/E 6.8x (vs 10x mercado) | Potencial +15% | Mercado Brazil CAPE 9 (34% descuento histórico),1,0,Basic Materials,Brazil,🇧🇷,9.0,90.1,15.1,12,4.6,1.88,8.81,,5.9,6.8,27.1,6.5,0.5,-14.5,cyclical risk | geopolitical risk,VALE,SUSPECT,Anomalous Forward P/E and Trailing P/E discrepancy,2026-03-16
030200.KS,KT Corporation,58900.0,KRW,45.0,C,45.0,P/E 8.9x | Potencial +20% | Dividendo 4.9%,0,0,Communication Services,Korea,🇰🇷,21.2,70824.8,20.2,25,,2.53,4.87,,9.8,8.9,,6.5,4.1,-15.1,incomplete_data | potential_accounting_issues,,SUSPECT,"Trailing P/E is reported as non-existent, which is unusual for a publicly traded company like KT Corporation.",2026-03-16
6367.T,"Daikin Industries,Ltd.",18900.0,JPY,45.0,C,45.0,Potencial +16% | Dividendo 1.7% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Industrials,Japan,🇯🇵,29.4,21855.09,15.6,16,,1.95,1.73,,9.3,19.1,20.2,5.7,7.9,-9.6,cyclical risk | governance risk,,SUSPECT,Missing FCF Yield is unusual for an industrial company,2026-03-16
8035.T,Tokyo Electron Limited,39150.0,JPY,44.0,C,44.0,ROE 26.5% | Potencial +20% | Margen 21% | Dividendo 1.6% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,46814.29,19.6,21,1.6,2.45,1.57,,26.5,30.6,33.3,21.1,-15.7,-16.0,Ingresos en declive YoY | Cyclical Risk | Regulatory Risk,,RISKY,Negative revenue growth and high P/E ratios raise concerns,2026-03-16
8306.T,"Mitsubishi UFJ Financial Group, Inc.",2634.0,JPY,43.0,C,43.0,Potencial +16% | Margen 23% | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,3060.0,16.2,12,,2.02,2.94,,6.1,17.4,15.6,22.8,11.7,-14.7,FCF no comparable (sector financiero) | Regulatory risk | Cyclical risk,MUFG,SUSPECT,Anomalous FCF yield and high profit margin for a financial services company,2026-03-16
9432.T,"NTT, Inc.",155.7,JPY,42.0,C,42.0,P/E 10.7x (vs 16x mercado) | Potencial +13% | FCF negativo | Dividendo 3.4% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Communication Services,Japan,🇯🇵,29.4,176.21,13.2,14,-3.4,1.65,3.43,,10.7,10.7,12.4,7.6,5.5,-6.9,Deuda elevada (D/E >2x) | Deuda elevada | Negative FCF Yield,,RISKY,Negative FCF yield and high debt-to-equity ratio are concerning,2026-03-16
